student_ID,knowledge_id,knowledge_name,mastery,mastery_percentage,question_count,submit_count,correct_count,level
b8290aea71e7a5421a02,b3C9s,知识点b3C9s,0.999,99.9,3,3,3,good
b8290aea71e7a5421a02,g7R2j,知识点g7R2j,0.9624,96.24,5,5,5,good
b8290aea71e7a5421a02,k4W1c,知识点k4W1c,0.9987,99.87,1,1,1,good
b8290aea71e7a5421a02,m3D1v,知识点m3D1v,0.9774,97.74,12,12,12,good
b8290aea71e7a5421a02,r8S3g,知识点r8S3g,0.999,99.9,5,7,7,good
b8290aea71e7a5421a02,s8Y2f,知识点s8Y2f,0.9992,99.92,1,1,1,good
b8290aea71e7a5421a02,t5V9e,知识点t5V9e,0.9992,99.92,5,5,5,good
b8290aea71e7a5421a02,y9W5d,知识点y9W5d,0.9991,99.91,11,11,11,good
5f55600069b483f999f5,b3C9s,知识点b3C9s,0.9432,94.32,3,3,3,good
5f55600069b483f999f5,g7R2j,知识点g7R2j,0.8592,85.92,5,13,6,good
5f55600069b483f999f5,k4W1c,知识点k4W1c,0.9987,99.87,1,1,1,good
5f55600069b483f999f5,m3D1v,知识点m3D1v,0.8204,82.04,12,58,12,good
5f55600069b483f999f5,r8S3g,知识点r8S3g,0.6675,66.75,5,80,7,good
5f55600069b483f999f5,s8Y2f,知识点s8Y2f,0.7086,70.86,1,6,1,good
5f55600069b483f999f5,t5V9e,知识点t5V9e,0.705,70.5,5,41,17,good
5f55600069b483f999f5,y9W5d,知识点y9W5d,0.8824,88.24,11,28,12,good
170a695a2717bcd9b74b,b3C9s,知识点b3C9s,0.8137,81.37,3,4,3,good
170a695a2717bcd9b74b,g7R2j,知识点g7R2j,0.8006,80.06,5,16,5,good
170a695a2717bcd9b74b,k4W1c,知识点k4W1c,0.56,56.0,1,8,1,medium
170a695a2717bcd9b74b,m3D1v,知识点m3D1v,0.7522,75.22,12,53,29,good
170a695a2717bcd9b74b,r8S3g,知识点r8S3g,0.7841,78.41,5,42,8,good
170a695a2717bcd9b74b,s8Y2f,知识点s8Y2f,0.7014,70.14,1,3,1,good
170a695a2717bcd9b74b,t5V9e,知识点t5V9e,0.6807,68.07,5,52,13,good
170a695a2717bcd9b74b,y9W5d,知识点y9W5d,0.7644,76.44,11,59,33,good
a0a1991396f865c9e3dc,b3C9s,知识点b3C9s,0.7576,75.76,3,4,4,good
a0a1991396f865c9e3dc,g7R2j,知识点g7R2j,0.7143,71.43,5,98,64,good
a0a1991396f865c9e3dc,k4W1c,知识点k4W1c,0.7553,75.53,1,9,9,good
a0a1991396f865c9e3dc,m3D1v,知识点m3D1v,0.8158,81.58,12,69,59,good
a0a1991396f865c9e3dc,r8S3g,知识点r8S3g,0.7185,71.85,5,20,9,good
a0a1991396f865c9e3dc,s8Y2f,知识点s8Y2f,0.6657,66.57,1,17,9,good
a0a1991396f865c9e3dc,t5V9e,知识点t5V9e,0.8728,87.28,5,20,16,good
a0a1991396f865c9e3dc,y9W5d,知识点y9W5d,0.8097,80.97,11,99,76,good
3fee5c27236cbb682727,b3C9s,知识点b3C9s,0.7312,73.12,3,11,3,good
3fee5c27236cbb682727,g7R2j,知识点g7R2j,0.8924,89.24,5,6,5,good
3fee5c27236cbb682727,k4W1c,知识点k4W1c,0.9994,99.94,1,1,1,good
3fee5c27236cbb682727,m3D1v,知识点m3D1v,0.9575,95.75,12,15,13,good
3fee5c27236cbb682727,r8S3g,知识点r8S3g,0.7433,74.33,5,45,7,good
3fee5c27236cbb682727,s8Y2f,知识点s8Y2f,0.9994,99.94,1,1,1,good
3fee5c27236cbb682727,t5V9e,知识点t5V9e,0.9988,99.88,5,6,6,good
3fee5c27236cbb682727,y9W5d,知识点y9W5d,0.9652,96.52,11,12,11,good
701a989d65a59c18845b,b3C9s,知识点b3C9s,0.8721,87.21,3,7,5,good
701a989d65a59c18845b,g7R2j,知识点g7R2j,0.6904,69.04,4,11,10,good
701a989d65a59c18845b,k4W1c,知识点k4W1c,0.7929,79.29,1,4,4,good
701a989d65a59c18845b,m3D1v,知识点m3D1v,0.8875,88.75,12,29,27,good
701a989d65a59c18845b,r8S3g,知识点r8S3g,0.8103,81.03,5,11,6,good
701a989d65a59c18845b,s8Y2f,知识点s8Y2f,0.998,99.8,1,1,1,good
701a989d65a59c18845b,t5V9e,知识点t5V9e,0.857,85.7,5,11,5,good
701a989d65a59c18845b,y9W5d,知识点y9W5d,0.826,82.6,11,42,26,good
3672e2896ad7d8f2404e,b3C9s,知识点b3C9s,0.9534,95.34,3,6,6,good
3672e2896ad7d8f2404e,g7R2j,知识点g7R2j,0.9992,99.92,5,6,6,good
3672e2896ad7d8f2404e,k4W1c,知识点k4W1c,0.7291,72.91,1,2,1,good
3672e2896ad7d8f2404e,m3D1v,知识点m3D1v,0.9723,97.23,12,16,15,good
3672e2896ad7d8f2404e,r8S3g,知识点r8S3g,0.7347,73.47,5,39,8,good
3672e2896ad7d8f2404e,s8Y2f,知识点s8Y2f,0.9992,99.92,1,1,1,good
3672e2896ad7d8f2404e,t5V9e,知识点t5V9e,0.8095,80.95,5,15,10,good
3672e2896ad7d8f2404e,y9W5d,知识点y9W5d,0.9247,92.47,11,17,13,good
52f1bca9ac9c792e4457,b3C9s,知识点b3C9s,0.8637,86.37,3,6,3,good
52f1bca9ac9c792e4457,g7R2j,知识点g7R2j,0.8019,80.19,5,21,6,good
52f1bca9ac9c792e4457,k4W1c,知识点k4W1c,0.9962,99.62,1,1,1,good
52f1bca9ac9c792e4457,m3D1v,知识点m3D1v,0.8807,88.07,12,33,13,good
52f1bca9ac9c792e4457,r8S3g,知识点r8S3g,0.8811,88.11,5,22,6,good
52f1bca9ac9c792e4457,s8Y2f,知识点s8Y2f,0.6862,68.62,1,4,1,good
52f1bca9ac9c792e4457,t5V9e,知识点t5V9e,0.885,88.5,5,9,5,good
52f1bca9ac9c792e4457,y9W5d,知识点y9W5d,0.9032,90.32,11,19,13,good
75097aa30e9373a612c7,b3C9s,知识点b3C9s,0.7459,74.59,3,6,3,good
75097aa30e9373a612c7,g7R2j,知识点g7R2j,0.7122,71.22,5,21,11,good
75097aa30e9373a612c7,k4W1c,知识点k4W1c,0.7793,77.93,1,3,2,good
75097aa30e9373a612c7,m3D1v,知识点m3D1v,0.8483,84.83,12,33,26,good
75097aa30e9373a612c7,r8S3g,知识点r8S3g,0.8481,84.81,5,8,6,good
75097aa30e9373a612c7,s8Y2f,知识点s8Y2f,0.6217,62.17,1,3,2,good
75097aa30e9373a612c7,t5V9e,知识点t5V9e,0.811,81.1,5,18,13,good
75097aa30e9373a612c7,y9W5d,知识点y9W5d,0.7915,79.15,11,34,25,good
72b4334deffff31dea8b,b3C9s,知识点b3C9s,0.9987,99.87,3,3,3,good
72b4334deffff31dea8b,g7R2j,知识点g7R2j,0.9989,99.89,5,5,5,good
72b4334deffff31dea8b,k4W1c,知识点k4W1c,0.9992,99.92,1,1,1,good
72b4334deffff31dea8b,m3D1v,知识点m3D1v,0.8037,80.37,12,41,18,good
72b4334deffff31dea8b,r8S3g,知识点r8S3g,0.7269,72.69,5,32,8,good
72b4334deffff31dea8b,s8Y2f,知识点s8Y2f,0.7024,70.24,1,13,8,good
72b4334deffff31dea8b,t5V9e,知识点t5V9e,0.8965,89.65,5,25,25,good
72b4334deffff31dea8b,y9W5d,知识点y9W5d,0.9085,90.85,11,33,23,good
84e8300978b600b5f0ba,b3C9s,知识点b3C9s,0.857,85.7,3,3,3,good
84e8300978b600b5f0ba,g7R2j,知识点g7R2j,0.8062,80.62,5,27,15,good
84e8300978b600b5f0ba,k4W1c,知识点k4W1c,0.8951,89.51,1,13,12,good
84e8300978b600b5f0ba,m3D1v,知识点m3D1v,0.8936,89.36,12,36,28,good
84e8300978b600b5f0ba,r8S3g,知识点r8S3g,0.8132,81.32,5,15,6,good
84e8300978b600b5f0ba,s8Y2f,知识点s8Y2f,0.7085,70.85,1,6,1,good
84e8300978b600b5f0ba,t5V9e,知识点t5V9e,0.8147,81.47,5,20,14,good
84e8300978b600b5f0ba,y9W5d,知识点y9W5d,0.8939,89.39,11,51,42,good
2ccfa5f79c8b61e465d4,b3C9s,知识点b3C9s,0.9986,99.86,3,3,3,good
2ccfa5f79c8b61e465d4,g7R2j,知识点g7R2j,0.75,75.0,5,35,23,good
2ccfa5f79c8b61e465d4,k4W1c,知识点k4W1c,0.9224,92.24,1,4,4,good
2ccfa5f79c8b61e465d4,m3D1v,知识点m3D1v,0.8212,82.12,12,48,29,good
2ccfa5f79c8b61e465d4,r8S3g,知识点r8S3g,0.799,79.9,5,30,11,good
2ccfa5f79c8b61e465d4,s8Y2f,知识点s8Y2f,0.7566,75.66,1,11,9,good
2ccfa5f79c8b61e465d4,t5V9e,知识点t5V9e,0.7404,74.04,5,39,26,good
2ccfa5f79c8b61e465d4,y9W5d,知识点y9W5d,0.8028,80.28,11,79,52,good
63aded37545ab92d41d4,b3C9s,知识点b3C9s,0.9247,92.47,3,5,4,good
63aded37545ab92d41d4,g7R2j,知识点g7R2j,0.8066,80.66,5,36,8,good
63aded37545ab92d41d4,k4W1c,知识点k4W1c,0.9987,99.87,1,1,1,good
63aded37545ab92d41d4,m3D1v,知识点m3D1v,0.8853,88.53,12,58,14,good
63aded37545ab92d41d4,r8S3g,知识点r8S3g,0.7743,77.43,5,96,6,good
63aded37545ab92d41d4,s8Y2f,知识点s8Y2f,0.8144,81.44,1,2,1,good
63aded37545ab92d41d4,t5V9e,知识点t5V9e,0.9248,92.48,5,7,5,good
63aded37545ab92d41d4,y9W5d,知识点y9W5d,0.9577,95.77,11,15,13,good
e851f82a650692f8e591,b3C9s,知识点b3C9s,0.8383,83.83,3,8,3,good
e851f82a650692f8e591,g7R2j,知识点g7R2j,0.7724,77.24,5,24,16,good
e851f82a650692f8e591,k4W1c,知识点k4W1c,0.8143,81.43,1,2,1,good
e851f82a650692f8e591,m3D1v,知识点m3D1v,0.8169,81.69,12,50,32,good
e851f82a650692f8e591,r8S3g,知识点r8S3g,0.7893,78.93,5,31,6,good
e851f82a650692f8e591,s8Y2f,知识点s8Y2f,0.8143,81.43,1,2,1,good
e851f82a650692f8e591,t5V9e,知识点t5V9e,0.8797,87.97,5,19,10,good
e851f82a650692f8e591,y9W5d,知识点y9W5d,0.7676,76.76,11,53,21,good
c352158bed343ccff8e5,b3C9s,知识点b3C9s,0.797,79.7,3,7,3,good
c352158bed343ccff8e5,g7R2j,知识点g7R2j,0.8478,84.78,5,8,6,good
c352158bed343ccff8e5,k4W1c,知识点k4W1c,0.7617,76.17,1,1,1,good
c352158bed343ccff8e5,m3D1v,知识点m3D1v,0.86,86.0,12,34,15,good
c352158bed343ccff8e5,r8S3g,知识点r8S3g,0.7083,70.83,5,47,8,good
c352158bed343ccff8e5,s8Y2f,知识点s8Y2f,0.9945,99.45,1,1,1,good
c352158bed343ccff8e5,t5V9e,知识点t5V9e,0.7001,70.01,5,39,7,good
c352158bed343ccff8e5,y9W5d,知识点y9W5d,0.9009,90.09,11,15,13,good
e3ce61b92eeae0a33633,b3C9s,知识点b3C9s,0.9987,99.87,3,4,4,good
e3ce61b92eeae0a33633,g7R2j,知识点g7R2j,0.9974,99.74,5,6,6,good
e3ce61b92eeae0a33633,k4W1c,知识点k4W1c,0.8131,81.31,1,1,1,good
e3ce61b92eeae0a33633,m3D1v,知识点m3D1v,0.9586,95.86,12,15,13,good
e3ce61b92eeae0a33633,r8S3g,知识点r8S3g,0.8137,81.37,5,40,6,good
e3ce61b92eeae0a33633,s8Y2f,知识点s8Y2f,0.7615,76.15,1,3,1,good
e3ce61b92eeae0a33633,t5V9e,知识点t5V9e,0.8195,81.95,5,15,6,good
e3ce61b92eeae0a33633,y9W5d,知识点y9W5d,0.9587,95.87,11,14,12,good
166cb02ac436c9d3662f,b3C9s,知识点b3C9s,0.9436,94.36,3,3,3,good
166cb02ac436c9d3662f,g7R2j,知识点g7R2j,0.8266,82.66,5,48,6,good
166cb02ac436c9d3662f,k4W1c,知识点k4W1c,0.9987,99.87,1,1,1,good
166cb02ac436c9d3662f,m3D1v,知识点m3D1v,0.8494,84.94,12,49,12,good
166cb02ac436c9d3662f,r8S3g,知识点r8S3g,0.6279,62.79,5,81,6,good
166cb02ac436c9d3662f,s8Y2f,知识点s8Y2f,0.8135,81.35,1,2,1,good
166cb02ac436c9d3662f,t5V9e,知识点t5V9e,0.721,72.1,5,75,48,good
166cb02ac436c9d3662f,y9W5d,知识点y9W5d,0.9332,93.32,11,21,11,good
749fec50db4020e9bfcc,b3C9s,知识点b3C9s,0.9968,99.68,3,4,4,good
749fec50db4020e9bfcc,g7R2j,知识点g7R2j,0.7302,73.02,3,4,4,good
749fec50db4020e9bfcc,k4W1c,知识点k4W1c,0.9966,99.66,1,2,2,good
749fec50db4020e9bfcc,m3D1v,知识点m3D1v,0.9002,90.02,12,37,17,good
749fec50db4020e9bfcc,r8S3g,知识点r8S3g,0.8633,86.33,5,36,6,good
749fec50db4020e9bfcc,s8Y2f,知识点s8Y2f,0.9972,99.72,1,1,1,good
749fec50db4020e9bfcc,t5V9e,知识点t5V9e,0.7821,78.21,5,25,5,good
749fec50db4020e9bfcc,y9W5d,知识点y9W5d,0.9567,95.67,11,15,12,good
7ab9a2516b2dba99c36c,b3C9s,知识点b3C9s,0.1993,19.93,0,0,0,poor
7ab9a2516b2dba99c36c,g7R2j,知识点g7R2j,0.845,84.5,4,4,3,good
7ab9a2516b2dba99c36c,k4W1c,知识点k4W1c,0.9987,99.87,1,1,1,good
7ab9a2516b2dba99c36c,m3D1v,知识点m3D1v,0.9681,96.81,12,15,15,good
7ab9a2516b2dba99c36c,r8S3g,知识点r8S3g,0.7365,73.65,5,19,6,good
7ab9a2516b2dba99c36c,s8Y2f,知识点s8Y2f,0.9987,99.87,1,1,1,good
7ab9a2516b2dba99c36c,t5V9e,知识点t5V9e,0.9977,99.77,5,5,5,good
7ab9a2516b2dba99c36c,y9W5d,知识点y9W5d,0.941,94.1,11,15,12,good
19fb3075dd2798538c9d,b3C9s,知识点b3C9s,0.9172,91.72,3,5,3,good
19fb3075dd2798538c9d,g7R2j,知识点g7R2j,0.9492,94.92,5,8,8,good
19fb3075dd2798538c9d,k4W1c,知识点k4W1c,0.8631,86.31,1,3,3,good
19fb3075dd2798538c9d,m3D1v,知识点m3D1v,0.9227,92.27,12,15,13,good
19fb3075dd2798538c9d,r8S3g,知识点r8S3g,0.8878,88.78,5,9,6,good
19fb3075dd2798538c9d,s8Y2f,知识点s8Y2f,0.763,76.3,1,3,1,good
19fb3075dd2798538c9d,t5V9e,知识点t5V9e,0.9289,92.89,5,8,5,good
19fb3075dd2798538c9d,y9W5d,知识点y9W5d,0.8906,89.06,11,24,20,good
36ebf305b7206112f676,b3C9s,知识点b3C9s,0.7408,74.08,3,4,4,good
36ebf305b7206112f676,g7R2j,知识点g7R2j,0.8579,85.79,5,77,73,good
36ebf305b7206112f676,k4W1c,知识点k4W1c,0.8263,82.63,1,7,7,good
36ebf305b7206112f676,m3D1v,知识点m3D1v,0.951,95.1,12,26,24,good
36ebf305b7206112f676,r8S3g,知识点r8S3g,0.9251,92.51,5,7,6,good
36ebf305b7206112f676,s8Y2f,知识点s8Y2f,0.8973,89.73,1,2,2,good
36ebf305b7206112f676,t5V9e,知识点t5V9e,0.9431,94.31,5,9,9,good
36ebf305b7206112f676,y9W5d,知识点y9W5d,0.9003,90.03,11,46,42,good
1397545fbe9882e5cd42,b3C9s,知识点b3C9s,0.9181,91.81,3,9,8,good
1397545fbe9882e5cd42,g7R2j,知识点g7R2j,0.7444,74.44,5,17,9,good
1397545fbe9882e5cd42,k4W1c,知识点k4W1c,0.8136,81.36,1,1,1,good
1397545fbe9882e5cd42,m3D1v,知识点m3D1v,0.7785,77.85,12,63,41,good
1397545fbe9882e5cd42,r8S3g,知识点r8S3g,0.8153,81.53,5,14,9,good
1397545fbe9882e5cd42,s8Y2f,知识点s8Y2f,0.6671,66.71,1,6,1,good
1397545fbe9882e5cd42,t5V9e,知识点t5V9e,0.8795,87.95,5,16,12,good
1397545fbe9882e5cd42,y9W5d,知识点y9W5d,0.8343,83.43,11,53,41,good
9e4c54a008ee874fc270,b3C9s,知识点b3C9s,0.8874,88.74,3,7,3,good
9e4c54a008ee874fc270,g7R2j,知识点g7R2j,0.7677,76.77,5,34,29,good
9e4c54a008ee874fc270,k4W1c,知识点k4W1c,0.9471,94.71,1,2,2,good
9e4c54a008ee874fc270,m3D1v,知识点m3D1v,0.9253,92.53,12,24,17,good
9e4c54a008ee874fc270,r8S3g,知识点r8S3g,0.7472,74.72,5,22,6,good
9e4c54a008ee874fc270,s8Y2f,知识点s8Y2f,0.9986,99.86,1,1,1,good
9e4c54a008ee874fc270,t5V9e,知识点t5V9e,0.8925,89.25,5,14,11,good
9e4c54a008ee874fc270,y9W5d,知识点y9W5d,0.9085,90.85,11,27,24,good
a8846b79555746e4f9df,b3C9s,知识点b3C9s,0.9434,94.34,3,4,3,good
a8846b79555746e4f9df,g7R2j,知识点g7R2j,0.8922,89.22,5,8,6,good
a8846b79555746e4f9df,k4W1c,知识点k4W1c,0.9987,99.87,1,1,1,good
a8846b79555746e4f9df,m3D1v,知识点m3D1v,0.8962,89.62,12,18,12,good
a8846b79555746e4f9df,r8S3g,知识点r8S3g,0.8931,89.31,5,9,6,good
a8846b79555746e4f9df,s8Y2f,知识点s8Y2f,0.8143,81.43,1,2,1,good
a8846b79555746e4f9df,t5V9e,知识点t5V9e,0.9619,96.19,5,5,5,good
a8846b79555746e4f9df,y9W5d,知识点y9W5d,0.9193,91.93,11,15,11,good
1629f353a742f6a73251,b3C9s,知识点b3C9s,0.9486,94.86,3,8,8,good
1629f353a742f6a73251,g7R2j,知识点g7R2j,0.9199,91.99,5,19,15,good
1629f353a742f6a73251,k4W1c,知识点k4W1c,0.8143,81.43,1,1,1,good
1629f353a742f6a73251,m3D1v,知识点m3D1v,0.848,84.8,12,39,26,good
1629f353a742f6a73251,r8S3g,知识点r8S3g,0.9011,90.11,5,7,6,good
1629f353a742f6a73251,s8Y2f,知识点s8Y2f,0.7628,76.28,1,3,1,good
1629f353a742f6a73251,t5V9e,知识点t5V9e,0.8727,87.27,5,12,10,good
1629f353a742f6a73251,y9W5d,知识点y9W5d,0.8993,89.93,11,31,18,good
1202c731c612353ceef0,b3C9s,知识点b3C9s,0.9279,92.79,3,5,3,good
1202c731c612353ceef0,g7R2j,知识点g7R2j,0.8437,84.37,5,15,6,good
1202c731c612353ceef0,k4W1c,知识点k4W1c,0.6686,66.86,1,9,7,good
1202c731c612353ceef0,m3D1v,知识点m3D1v,0.6324,63.24,12,59,18,good
1202c731c612353ceef0,r8S3g,知识点r8S3g,0.8501,85.01,5,11,6,good
1202c731c612353ceef0,s8Y2f,知识点s8Y2f,0.7452,74.52,1,6,6,good
1202c731c612353ceef0,t5V9e,知识点t5V9e,0.7701,77.01,5,32,24,good
1202c731c612353ceef0,y9W5d,知识点y9W5d,0.742,74.2,11,39,26,good
0e062d9fa22dc8e3bca2,b3C9s,知识点b3C9s,0.8167,81.67,3,21,20,good
0e062d9fa22dc8e3bca2,g7R2j,知识点g7R2j,0.9115,91.15,5,26,21,good
0e062d9fa22dc8e3bca2,k4W1c,知识点k4W1c,0.8948,89.48,1,3,3,good
0e062d9fa22dc8e3bca2,m3D1v,知识点m3D1v,0.9446,94.46,12,23,21,good
0e062d9fa22dc8e3bca2,r8S3g,知识点r8S3g,0.9148,91.48,5,7,6,good
0e062d9fa22dc8e3bca2,s8Y2f,知识点s8Y2f,0.9987,99.87,1,1,1,good
0e062d9fa22dc8e3bca2,t5V9e,知识点t5V9e,0.9988,99.88,5,6,6,good
0e062d9fa22dc8e3bca2,y9W5d,知识点y9W5d,0.9378,93.78,11,36,33,good
918236b530adbe510201,b3C9s,知识点b3C9s,0.7597,75.97,3,19,11,good
918236b530adbe510201,g7R2j,知识点g7R2j,0.7382,73.82,5,52,32,good
918236b530adbe510201,k4W1c,知识点k4W1c,0.6393,63.93,1,3,2,good
918236b530adbe510201,m3D1v,知识点m3D1v,0.875,87.5,12,22,18,good
918236b530adbe510201,r8S3g,知识点r8S3g,0.805,80.5,5,16,8,good
918236b530adbe510201,s8Y2f,知识点s8Y2f,0.761,76.1,1,1,1,good
918236b530adbe510201,t5V9e,知识点t5V9e,0.8641,86.41,5,22,18,good
918236b530adbe510201,y9W5d,知识点y9W5d,0.7703,77.03,11,32,24,good
0f8bd9e33125347965a1,b3C9s,知识点b3C9s,0.9993,99.93,3,3,3,good
0f8bd9e33125347965a1,g7R2j,知识点g7R2j,0.9362,93.62,5,8,5,good
0f8bd9e33125347965a1,k4W1c,知识点k4W1c,0.6456,64.56,1,11,1,good
0f8bd9e33125347965a1,m3D1v,知识点m3D1v,0.8587,85.87,12,44,19,good
0f8bd9e33125347965a1,r8S3g,知识点r8S3g,0.7023,70.23,5,58,6,good
0f8bd9e33125347965a1,s8Y2f,知识点s8Y2f,0.6669,66.69,1,14,5,good
0f8bd9e33125347965a1,t5V9e,知识点t5V9e,0.7779,77.79,5,12,5,good
0f8bd9e33125347965a1,y9W5d,知识点y9W5d,0.875,87.5,11,50,26,good
2c3b89432513b2035664,b3C9s,知识点b3C9s,0.9987,99.87,3,3,3,good
2c3b89432513b2035664,g7R2j,知识点g7R2j,0.9613,96.13,5,6,5,good
2c3b89432513b2035664,k4W1c,知识点k4W1c,0.9992,99.92,1,1,1,good
2c3b89432513b2035664,m3D1v,知识点m3D1v,0.9338,93.38,12,16,13,good
2c3b89432513b2035664,r8S3g,知识点r8S3g,0.8429,84.29,5,21,7,good
2c3b89432513b2035664,s8Y2f,知识点s8Y2f,0.9985,99.85,1,1,1,good
2c3b89432513b2035664,t5V9e,知识点t5V9e,0.8733,87.33,5,22,19,good
2c3b89432513b2035664,y9W5d,知识点y9W5d,0.9247,92.47,11,17,13,good
d94c5dba40d9fcbfb8d9,b3C9s,知识点b3C9s,0.9436,94.36,3,4,3,good
d94c5dba40d9fcbfb8d9,g7R2j,知识点g7R2j,0.9989,99.89,5,5,5,good
d94c5dba40d9fcbfb8d9,k4W1c,知识点k4W1c,0.802,80.2,1,20,20,good
d94c5dba40d9fcbfb8d9,m3D1v,知识点m3D1v,0.7802,78.02,12,50,27,good
d94c5dba40d9fcbfb8d9,r8S3g,知识点r8S3g,0.9708,97.08,5,11,9,good
d94c5dba40d9fcbfb8d9,s8Y2f,知识点s8Y2f,0.6854,68.54,1,5,1,good
d94c5dba40d9fcbfb8d9,t5V9e,知识点t5V9e,0.8384,83.84,5,13,12,good
d94c5dba40d9fcbfb8d9,y9W5d,知识点y9W5d,0.8434,84.34,11,49,35,good
7380885aaba482170588,b3C9s,知识点b3C9s,0.9964,99.64,3,3,3,good
7380885aaba482170588,g7R2j,知识点g7R2j,0.818,81.8,5,18,14,good
7380885aaba482170588,k4W1c,知识点k4W1c,0.8978,89.78,1,5,5,good
7380885aaba482170588,m3D1v,知识点m3D1v,0.9615,96.15,12,16,14,good
7380885aaba482170588,r8S3g,知识点r8S3g,0.8085,80.85,5,28,6,good
7380885aaba482170588,s8Y2f,知识点s8Y2f,0.8142,81.42,1,2,1,good
7380885aaba482170588,t5V9e,知识点t5V9e,0.8573,85.73,5,10,9,good
7380885aaba482170588,y9W5d,知识点y9W5d,0.8987,89.87,11,19,18,good
6d35a9a33338a84dd077,b3C9s,知识点b3C9s,0.8639,86.39,3,6,4,good
6d35a9a33338a84dd077,g7R2j,知识点g7R2j,0.8156,81.56,5,18,12,good
6d35a9a33338a84dd077,k4W1c,知识点k4W1c,0.6672,66.72,1,10,6,good
6d35a9a33338a84dd077,m3D1v,知识点m3D1v,0.7288,72.88,12,45,32,good
6d35a9a33338a84dd077,r8S3g,知识点r8S3g,0.9032,90.32,5,8,6,good
6d35a9a33338a84dd077,s8Y2f,知识点s8Y2f,0.6671,66.71,1,1,1,good
6d35a9a33338a84dd077,t5V9e,知识点t5V9e,0.7731,77.31,5,17,7,good
6d35a9a33338a84dd077,y9W5d,知识点y9W5d,0.7158,71.58,11,62,32,good
011d454f199c123d44ad,b3C9s,知识点b3C9s,0.7575,75.75,3,7,3,good
011d454f199c123d44ad,g7R2j,知识点g7R2j,0.8195,81.95,5,21,7,good
011d454f199c123d44ad,k4W1c,知识点k4W1c,0.9985,99.85,1,1,1,good
011d454f199c123d44ad,m3D1v,知识点m3D1v,0.7645,76.45,12,44,23,good
011d454f199c123d44ad,r8S3g,知识点r8S3g,0.8454,84.54,5,13,6,good
011d454f199c123d44ad,s8Y2f,知识点s8Y2f,0.6669,66.69,1,6,1,good
011d454f199c123d44ad,t5V9e,知识点t5V9e,0.7059,70.59,5,38,11,good
011d454f199c123d44ad,y9W5d,知识点y9W5d,0.8348,83.48,11,32,13,good
9e7bdc44129bf5acc196,b3C9s,知识点b3C9s,0.9979,99.79,3,3,3,good
9e7bdc44129bf5acc196,g7R2j,知识点g7R2j,0.8282,82.82,5,47,9,good
9e7bdc44129bf5acc196,k4W1c,知识点k4W1c,0.9976,99.76,1,2,2,good
9e7bdc44129bf5acc196,m3D1v,知识点m3D1v,0.8794,87.94,12,70,25,good
9e7bdc44129bf5acc196,r8S3g,知识点r8S3g,0.7706,77.06,5,20,9,good
9e7bdc44129bf5acc196,s8Y2f,知识点s8Y2f,0.9977,99.77,1,1,1,good
9e7bdc44129bf5acc196,t5V9e,知识点t5V9e,0.8169,81.69,5,32,9,good
9e7bdc44129bf5acc196,y9W5d,知识点y9W5d,0.9679,96.79,11,18,14,good
93c2f240de504736b8d0,b3C9s,知识点b3C9s,0.9989,99.89,3,3,3,good
93c2f240de504736b8d0,g7R2j,知识点g7R2j,0.9987,99.87,5,5,5,good
93c2f240de504736b8d0,k4W1c,知识点k4W1c,0.7628,76.28,1,3,1,good
93c2f240de504736b8d0,m3D1v,知识点m3D1v,0.8317,83.17,12,33,15,good
93c2f240de504736b8d0,r8S3g,知识点r8S3g,0.7279,72.79,5,23,6,good
93c2f240de504736b8d0,s8Y2f,知识点s8Y2f,0.9992,99.92,1,1,1,good
93c2f240de504736b8d0,t5V9e,知识点t5V9e,0.7665,76.65,5,22,8,good
93c2f240de504736b8d0,y9W5d,知识点y9W5d,0.939,93.9,11,19,14,good
0f160cd19890b97092b9,b3C9s,知识点b3C9s,0.8372,83.72,3,6,6,good
0f160cd19890b97092b9,g7R2j,知识点g7R2j,0.8222,82.22,5,12,12,good
0f160cd19890b97092b9,k4W1c,知识点k4W1c,0.8375,83.75,1,4,3,good
0f160cd19890b97092b9,m3D1v,知识点m3D1v,0.9418,94.18,12,20,18,good
0f160cd19890b97092b9,r8S3g,知识点r8S3g,0.7977,79.77,5,17,9,good
0f160cd19890b97092b9,s8Y2f,知识点s8Y2f,0.8146,81.46,1,2,1,good
0f160cd19890b97092b9,t5V9e,知识点t5V9e,0.8696,86.96,5,11,8,good
0f160cd19890b97092b9,y9W5d,知识点y9W5d,0.9252,92.52,11,26,23,good
432fd26823e230070734,b3C9s,知识点b3C9s,0.7523,75.23,3,21,5,good
432fd26823e230070734,g7R2j,知识点g7R2j,0.7226,72.26,5,28,20,good
432fd26823e230070734,k4W1c,知识点k4W1c,0.6777,67.77,1,14,6,good
432fd26823e230070734,m3D1v,知识点m3D1v,0.8208,82.08,12,42,26,good
432fd26823e230070734,r8S3g,知识点r8S3g,0.832,83.2,5,17,6,good
432fd26823e230070734,s8Y2f,知识点s8Y2f,0.6529,65.29,1,19,15,good
432fd26823e230070734,t5V9e,知识点t5V9e,0.8158,81.58,5,34,7,good
432fd26823e230070734,y9W5d,知识点y9W5d,0.7667,76.67,11,98,40,good
f4e46ba446c56e56259b,b3C9s,知识点b3C9s,0.9988,99.88,3,3,3,good
