student_ID,hour,count,percentage
4bceaffe5e429ed3333b,7,0,0.0
4bceaffe5e429ed3333b,8,3,5.08
4bceaffe5e429ed3333b,9,0,0.0
4bceaffe5e429ed3333b,10,0,0.0
4bceaffe5e429ed3333b,11,0,0.0
4bceaffe5e429ed3333b,12,4,6.78
4bceaffe5e429ed3333b,13,2,3.39
4bceaffe5e429ed3333b,14,12,20.34
4bceaffe5e429ed3333b,15,5,8.47
4bceaffe5e429ed3333b,16,0,0.0
4bceaffe5e429ed3333b,17,0,0.0
4bceaffe5e429ed3333b,18,0,0.0
4bceaffe5e429ed3333b,19,0,0.0
4bceaffe5e429ed3333b,20,0,0.0
4bceaffe5e429ed3333b,21,0,0.0
4bceaffe5e429ed3333b,22,0,0.0
4bceaffe5e429ed3333b,23,1,1.69
f22c9341431a6123f670,0,0,0.0
f22c9341431a6123f670,1,0,0.0
f22c9341431a6123f670,2,0,0.0
f22c9341431a6123f670,3,3,3.66
f22c9341431a6123f670,4,0,0.0
f22c9341431a6123f670,5,3,3.66
f22c9341431a6123f670,6,4,4.88
f22c9341431a6123f670,7,25,30.49
f22c9341431a6123f670,8,4,4.88
f22c9341431a6123f670,9,2,2.44
f22c9341431a6123f670,10,2,2.44
f22c9341431a6123f670,11,2,2.44
f22c9341431a6123f670,12,6,7.32
f22c9341431a6123f670,13,7,8.54
f22c9341431a6123f670,14,18,21.95
f22c9341431a6123f670,15,6,7.32
f22c9341431a6123f670,16,0,0.0
f22c9341431a6123f670,17,0,0.0
f22c9341431a6123f670,18,0,0.0
f22c9341431a6123f670,19,0,0.0
f22c9341431a6123f670,20,0,0.0
f22c9341431a6123f670,21,0,0.0
f22c9341431a6123f670,22,0,0.0
f22c9341431a6123f670,23,0,0.0
0107f72b66cbd1a0926d,0,6,6.12
0107f72b66cbd1a0926d,1,1,1.02
0107f72b66cbd1a0926d,2,4,4.08
0107f72b66cbd1a0926d,3,3,3.06
0107f72b66cbd1a0926d,4,5,5.1
0107f72b66cbd1a0926d,5,7,7.14
0107f72b66cbd1a0926d,6,7,7.14
0107f72b66cbd1a0926d,7,7,7.14
0107f72b66cbd1a0926d,8,10,10.2
0107f72b66cbd1a0926d,9,1,1.02
0107f72b66cbd1a0926d,10,2,2.04
0107f72b66cbd1a0926d,11,4,4.08
0107f72b66cbd1a0926d,12,12,12.24
0107f72b66cbd1a0926d,13,9,9.18
0107f72b66cbd1a0926d,14,9,9.18
0107f72b66cbd1a0926d,15,5,5.1
0107f72b66cbd1a0926d,16,5,5.1
0107f72b66cbd1a0926d,17,0,0.0
0107f72b66cbd1a0926d,18,0,0.0
0107f72b66cbd1a0926d,19,0,0.0
0107f72b66cbd1a0926d,20,0,0.0
0107f72b66cbd1a0926d,21,0,0.0
0107f72b66cbd1a0926d,22,0,0.0
0107f72b66cbd1a0926d,23,1,1.02
4c26df96293b4a52bc03,0,1,0.92
4c26df96293b4a52bc03,1,1,0.92
4c26df96293b4a52bc03,2,0,0.0
4c26df96293b4a52bc03,3,0,0.0
4c26df96293b4a52bc03,4,18,16.51
4c26df96293b4a52bc03,5,18,16.51
4c26df96293b4a52bc03,6,17,15.6
4c26df96293b4a52bc03,7,7,6.42
4c26df96293b4a52bc03,8,3,2.75
4c26df96293b4a52bc03,9,0,0.0
4c26df96293b4a52bc03,10,1,0.92
4c26df96293b4a52bc03,11,0,0.0
4c26df96293b4a52bc03,12,0,0.0
4c26df96293b4a52bc03,13,13,11.93
4c26df96293b4a52bc03,14,11,10.09
4c26df96293b4a52bc03,15,18,16.51
4c26df96293b4a52bc03,16,1,0.92
4c26df96293b4a52bc03,17,0,0.0
4c26df96293b4a52bc03,18,0,0.0
4c26df96293b4a52bc03,19,0,0.0
4c26df96293b4a52bc03,20,0,0.0
4c26df96293b4a52bc03,21,0,0.0
4c26df96293b4a52bc03,22,0,0.0
4c26df96293b4a52bc03,23,0,0.0
8e25bcfa51d165f162f6,0,2,2.9
8e25bcfa51d165f162f6,1,3,4.35
8e25bcfa51d165f162f6,2,3,4.35
8e25bcfa51d165f162f6,3,3,4.35
8e25bcfa51d165f162f6,4,0,0.0
8e25bcfa51d165f162f6,5,0,0.0
8e25bcfa51d165f162f6,6,5,7.25
8e25bcfa51d165f162f6,7,1,1.45
8e25bcfa51d165f162f6,8,0,0.0
8e25bcfa51d165f162f6,9,0,0.0
8e25bcfa51d165f162f6,10,0,0.0
8e25bcfa51d165f162f6,11,22,31.88
8e25bcfa51d165f162f6,12,6,8.7
8e25bcfa51d165f162f6,13,7,10.14
8e25bcfa51d165f162f6,14,4,5.8
8e25bcfa51d165f162f6,15,4,5.8
8e25bcfa51d165f162f6,16,5,7.25
8e25bcfa51d165f162f6,17,2,2.9
8e25bcfa51d165f162f6,18,0,0.0
8e25bcfa51d165f162f6,19,0,0.0
8e25bcfa51d165f162f6,20,0,0.0
8e25bcfa51d165f162f6,21,0,0.0
8e25bcfa51d165f162f6,22,0,0.0
8e25bcfa51d165f162f6,23,2,2.9
9ee3e6df01c7cc22d066,0,8,3.81
9ee3e6df01c7cc22d066,1,12,5.71
9ee3e6df01c7cc22d066,2,0,0.0
9ee3e6df01c7cc22d066,3,0,0.0
9ee3e6df01c7cc22d066,4,4,1.9
9ee3e6df01c7cc22d066,5,3,1.43
9ee3e6df01c7cc22d066,6,7,3.33
9ee3e6df01c7cc22d066,7,6,2.86
9ee3e6df01c7cc22d066,8,13,6.19
9ee3e6df01c7cc22d066,9,6,2.86
9ee3e6df01c7cc22d066,10,37,17.62
9ee3e6df01c7cc22d066,11,51,24.29
9ee3e6df01c7cc22d066,12,50,23.81
9ee3e6df01c7cc22d066,13,13,6.19
9ee3e6df01c7cc22d066,14,0,0.0
9ee3e6df01c7cc22d066,15,0,0.0
9ee3e6df01c7cc22d066,16,0,0.0
9ee3e6df01c7cc22d066,17,0,0.0
9ee3e6df01c7cc22d066,18,0,0.0
9ee3e6df01c7cc22d066,19,0,0.0
9ee3e6df01c7cc22d066,20,0,0.0
9ee3e6df01c7cc22d066,21,0,0.0
9ee3e6df01c7cc22d066,22,0,0.0
9ee3e6df01c7cc22d066,23,0,0.0
42e83553ca9d77ab4aee,0,9,8.11
42e83553ca9d77ab4aee,1,11,9.91
42e83553ca9d77ab4aee,2,0,0.0
42e83553ca9d77ab4aee,3,3,2.7
42e83553ca9d77ab4aee,4,0,0.0
42e83553ca9d77ab4aee,5,1,0.9
42e83553ca9d77ab4aee,6,3,2.7
42e83553ca9d77ab4aee,7,1,0.9
42e83553ca9d77ab4aee,8,0,0.0
42e83553ca9d77ab4aee,9,1,0.9
42e83553ca9d77ab4aee,10,14,12.61
42e83553ca9d77ab4aee,11,26,23.42
42e83553ca9d77ab4aee,12,9,8.11
42e83553ca9d77ab4aee,13,22,19.82
42e83553ca9d77ab4aee,14,10,9.01
42e83553ca9d77ab4aee,15,0,0.0
42e83553ca9d77ab4aee,16,0,0.0
42e83553ca9d77ab4aee,17,0,0.0
42e83553ca9d77ab4aee,18,0,0.0
42e83553ca9d77ab4aee,19,0,0.0
42e83553ca9d77ab4aee,20,0,0.0
42e83553ca9d77ab4aee,21,0,0.0
42e83553ca9d77ab4aee,22,0,0.0
42e83553ca9d77ab4aee,23,1,0.9
ba563fef8484139dc84d,0,2,1.49
ba563fef8484139dc84d,1,4,2.99
ba563fef8484139dc84d,2,1,0.75
ba563fef8484139dc84d,3,9,6.72
ba563fef8484139dc84d,4,7,5.22
ba563fef8484139dc84d,5,24,17.91
ba563fef8484139dc84d,6,9,6.72
ba563fef8484139dc84d,7,1,0.75
ba563fef8484139dc84d,8,0,0.0
ba563fef8484139dc84d,9,8,5.97
ba563fef8484139dc84d,10,13,9.7
ba563fef8484139dc84d,11,21,15.67
ba563fef8484139dc84d,12,6,4.48
ba563fef8484139dc84d,13,8,5.97
ba563fef8484139dc84d,14,19,14.18
ba563fef8484139dc84d,15,2,1.49
ba563fef8484139dc84d,16,0,0.0
ba563fef8484139dc84d,17,0,0.0
ba563fef8484139dc84d,18,0,0.0
ba563fef8484139dc84d,19,0,0.0
ba563fef8484139dc84d,20,0,0.0
ba563fef8484139dc84d,21,0,0.0
ba563fef8484139dc84d,22,0,0.0
ba563fef8484139dc84d,23,0,0.0
9b1c065069dbb7a71617,0,0,0.0
9b1c065069dbb7a71617,1,0,0.0
9b1c065069dbb7a71617,2,0,0.0
9b1c065069dbb7a71617,3,1,0.61
9b1c065069dbb7a71617,4,0,0.0
9b1c065069dbb7a71617,5,2,1.23
9b1c065069dbb7a71617,6,7,4.29
9b1c065069dbb7a71617,7,7,4.29
9b1c065069dbb7a71617,8,18,11.04
9b1c065069dbb7a71617,9,0,0.0
9b1c065069dbb7a71617,10,15,9.2
9b1c065069dbb7a71617,11,29,17.79
9b1c065069dbb7a71617,12,5,3.07
9b1c065069dbb7a71617,13,32,19.63
9b1c065069dbb7a71617,14,13,7.98
9b1c065069dbb7a71617,15,20,12.27
9b1c065069dbb7a71617,16,14,8.59
9b1c065069dbb7a71617,17,0,0.0
9b1c065069dbb7a71617,18,0,0.0
9b1c065069dbb7a71617,19,0,0.0
9b1c065069dbb7a71617,20,0,0.0
9b1c065069dbb7a71617,21,0,0.0
9b1c065069dbb7a71617,22,0,0.0
9b1c065069dbb7a71617,23,0,0.0
1fa4f2361b8a03040292,0,1,0.74
1fa4f2361b8a03040292,1,9,6.62
1fa4f2361b8a03040292,2,1,0.74
1fa4f2361b8a03040292,3,3,2.21
1fa4f2361b8a03040292,4,7,5.15
1fa4f2361b8a03040292,5,1,0.74
1fa4f2361b8a03040292,6,1,0.74
1fa4f2361b8a03040292,7,0,0.0
1fa4f2361b8a03040292,8,0,0.0
1fa4f2361b8a03040292,9,4,2.94
1fa4f2361b8a03040292,10,2,1.47
1fa4f2361b8a03040292,11,4,2.94
1fa4f2361b8a03040292,12,14,10.29
1fa4f2361b8a03040292,13,51,37.5
1fa4f2361b8a03040292,14,33,24.26
1fa4f2361b8a03040292,15,5,3.68
1fa4f2361b8a03040292,16,0,0.0
1fa4f2361b8a03040292,17,0,0.0
1fa4f2361b8a03040292,18,0,0.0
1fa4f2361b8a03040292,19,0,0.0
1fa4f2361b8a03040292,20,0,0.0
1fa4f2361b8a03040292,21,0,0.0
1fa4f2361b8a03040292,22,0,0.0
1fa4f2361b8a03040292,23,0,0.0
82da6d26645f8f71bd61,0,0,0.0
82da6d26645f8f71bd61,1,0,0.0
82da6d26645f8f71bd61,2,0,0.0
82da6d26645f8f71bd61,3,0,0.0
82da6d26645f8f71bd61,4,1,1.69
82da6d26645f8f71bd61,5,1,1.69
82da6d26645f8f71bd61,6,6,10.17
82da6d26645f8f71bd61,7,0,0.0
82da6d26645f8f71bd61,8,6,10.17
82da6d26645f8f71bd61,9,2,3.39
82da6d26645f8f71bd61,10,6,10.17
82da6d26645f8f71bd61,11,9,15.25
82da6d26645f8f71bd61,12,1,1.69
82da6d26645f8f71bd61,13,2,3.39
82da6d26645f8f71bd61,14,11,18.64
82da6d26645f8f71bd61,15,13,22.03
82da6d26645f8f71bd61,16,1,1.69
82da6d26645f8f71bd61,17,0,0.0
82da6d26645f8f71bd61,18,0,0.0
82da6d26645f8f71bd61,19,0,0.0
82da6d26645f8f71bd61,20,0,0.0
82da6d26645f8f71bd61,21,0,0.0
82da6d26645f8f71bd61,22,0,0.0
82da6d26645f8f71bd61,23,0,0.0
a9554f5c3d61d05617e1,0,0,0.0
a9554f5c3d61d05617e1,1,0,0.0
a9554f5c3d61d05617e1,2,0,0.0
a9554f5c3d61d05617e1,3,0,0.0
a9554f5c3d61d05617e1,4,15,12.71
a9554f5c3d61d05617e1,5,24,20.34
a9554f5c3d61d05617e1,6,1,0.85
a9554f5c3d61d05617e1,7,5,4.24
a9554f5c3d61d05617e1,8,1,0.85
a9554f5c3d61d05617e1,9,0,0.0
a9554f5c3d61d05617e1,10,2,1.69
a9554f5c3d61d05617e1,11,19,16.1
a9554f5c3d61d05617e1,12,12,10.17
a9554f5c3d61d05617e1,13,5,4.24
a9554f5c3d61d05617e1,14,31,26.27
a9554f5c3d61d05617e1,15,3,2.54
a9554f5c3d61d05617e1,16,0,0.0
a9554f5c3d61d05617e1,17,0,0.0
a9554f5c3d61d05617e1,18,0,0.0
a9554f5c3d61d05617e1,19,0,0.0
a9554f5c3d61d05617e1,20,0,0.0
a9554f5c3d61d05617e1,21,0,0.0
a9554f5c3d61d05617e1,22,0,0.0
a9554f5c3d61d05617e1,23,0,0.0
2e2c00240c341a4265e3,0,0,0.0
2e2c00240c341a4265e3,1,0,0.0
2e2c00240c341a4265e3,2,0,0.0
2e2c00240c341a4265e3,3,0,0.0
2e2c00240c341a4265e3,4,0,0.0
2e2c00240c341a4265e3,5,4,3.77
2e2c00240c341a4265e3,6,15,14.15
2e2c00240c341a4265e3,7,1,0.94
2e2c00240c341a4265e3,8,0,0.0
2e2c00240c341a4265e3,9,5,4.72
2e2c00240c341a4265e3,10,0,0.0
2e2c00240c341a4265e3,11,0,0.0
2e2c00240c341a4265e3,12,3,2.83
2e2c00240c341a4265e3,13,16,15.09
2e2c00240c341a4265e3,14,34,32.08
2e2c00240c341a4265e3,15,28,26.42
2e2c00240c341a4265e3,16,0,0.0
2e2c00240c341a4265e3,17,0,0.0
2e2c00240c341a4265e3,18,0,0.0
2e2c00240c341a4265e3,19,0,0.0
2e2c00240c341a4265e3,20,0,0.0
2e2c00240c341a4265e3,21,0,0.0
2e2c00240c341a4265e3,22,0,0.0
2e2c00240c341a4265e3,23,0,0.0
4e768251c78b687fa993,0,11,6.71
4e768251c78b687fa993,1,1,0.61
4e768251c78b687fa993,2,6,3.66
4e768251c78b687fa993,3,11,6.71
4e768251c78b687fa993,4,7,4.27
4e768251c78b687fa993,5,23,14.02
4e768251c78b687fa993,6,4,2.44
4e768251c78b687fa993,7,2,1.22
4e768251c78b687fa993,8,18,10.98
4e768251c78b687fa993,9,1,0.61
4e768251c78b687fa993,10,11,6.71
4e768251c78b687fa993,11,20,12.2
4e768251c78b687fa993,12,14,8.54
4e768251c78b687fa993,13,26,15.85
4e768251c78b687fa993,14,8,4.88
4e768251c78b687fa993,15,0,0.0
4e768251c78b687fa993,16,1,0.61
4e768251c78b687fa993,17,0,0.0
4e768251c78b687fa993,18,0,0.0
4e768251c78b687fa993,19,0,0.0
4e768251c78b687fa993,20,0,0.0
4e768251c78b687fa993,21,0,0.0
4e768251c78b687fa993,22,0,0.0
4e768251c78b687fa993,23,0,0.0
6964a3d507ac1ecf9e52,0,6,2.15
6964a3d507ac1ecf9e52,1,7,2.51
6964a3d507ac1ecf9e52,2,8,2.87
6964a3d507ac1ecf9e52,3,9,3.23
6964a3d507ac1ecf9e52,4,16,5.73
6964a3d507ac1ecf9e52,5,35,12.54
6964a3d507ac1ecf9e52,6,12,4.3
6964a3d507ac1ecf9e52,7,2,0.72
6964a3d507ac1ecf9e52,8,0,0.0
6964a3d507ac1ecf9e52,9,6,2.15
6964a3d507ac1ecf9e52,10,8,2.87
6964a3d507ac1ecf9e52,11,2,0.72
6964a3d507ac1ecf9e52,12,2,0.72
6964a3d507ac1ecf9e52,13,37,13.26
6964a3d507ac1ecf9e52,14,38,13.62
6964a3d507ac1ecf9e52,15,41,14.7
6964a3d507ac1ecf9e52,16,48,17.2
6964a3d507ac1ecf9e52,17,2,0.72
6964a3d507ac1ecf9e52,18,0,0.0
6964a3d507ac1ecf9e52,19,0,0.0
6964a3d507ac1ecf9e52,20,0,0.0
6964a3d507ac1ecf9e52,21,0,0.0
6964a3d507ac1ecf9e52,22,0,0.0
6964a3d507ac1ecf9e52,23,0,0.0
03754dce5ec7731fb3e2,0,0,0.0
03754dce5ec7731fb3e2,1,2,0.98
03754dce5ec7731fb3e2,2,1,0.49
03754dce5ec7731fb3e2,3,3,1.46
03754dce5ec7731fb3e2,4,26,12.68
03754dce5ec7731fb3e2,5,34,16.59
03754dce5ec7731fb3e2,6,22,10.73
03754dce5ec7731fb3e2,7,17,8.29
03754dce5ec7731fb3e2,8,2,0.98
03754dce5ec7731fb3e2,9,5,2.44
03754dce5ec7731fb3e2,10,6,2.93
03754dce5ec7731fb3e2,11,2,0.98
03754dce5ec7731fb3e2,12,10,4.88
03754dce5ec7731fb3e2,13,40,19.51
03754dce5ec7731fb3e2,14,33,16.1
03754dce5ec7731fb3e2,15,2,0.98
03754dce5ec7731fb3e2,16,0,0.0
03754dce5ec7731fb3e2,17,0,0.0
03754dce5ec7731fb3e2,18,0,0.0
03754dce5ec7731fb3e2,19,0,0.0
03754dce5ec7731fb3e2,20,0,0.0
03754dce5ec7731fb3e2,21,0,0.0
03754dce5ec7731fb3e2,22,0,0.0
03754dce5ec7731fb3e2,23,0,0.0
4738a118c8b8fa271fd6,0,7,6.73
4738a118c8b8fa271fd6,1,9,8.65
4738a118c8b8fa271fd6,2,18,17.31
4738a118c8b8fa271fd6,3,7,6.73
4738a118c8b8fa271fd6,4,2,1.92
4738a118c8b8fa271fd6,5,0,0.0
4738a118c8b8fa271fd6,6,3,2.88
4738a118c8b8fa271fd6,7,7,6.73
4738a118c8b8fa271fd6,8,0,0.0
4738a118c8b8fa271fd6,9,0,0.0
4738a118c8b8fa271fd6,10,8,7.69
4738a118c8b8fa271fd6,11,1,0.96
4738a118c8b8fa271fd6,12,11,10.58
4738a118c8b8fa271fd6,13,17,16.35
4738a118c8b8fa271fd6,14,10,9.62
4738a118c8b8fa271fd6,15,0,0.0
4738a118c8b8fa271fd6,16,0,0.0
4738a118c8b8fa271fd6,17,0,0.0
4738a118c8b8fa271fd6,18,0,0.0
4738a118c8b8fa271fd6,19,0,0.0
4738a118c8b8fa271fd6,20,0,0.0
4738a118c8b8fa271fd6,21,0,0.0
4738a118c8b8fa271fd6,22,0,0.0
4738a118c8b8fa271fd6,23,4,3.85
2af634997fba501740c2,0,0,0.0
2af634997fba501740c2,1,0,0.0
2af634997fba501740c2,2,5,3.65
2af634997fba501740c2,3,15,10.95
2af634997fba501740c2,4,22,16.06
2af634997fba501740c2,5,7,5.11
2af634997fba501740c2,6,9,6.57
2af634997fba501740c2,7,9,6.57
2af634997fba501740c2,8,4,2.92
2af634997fba501740c2,9,3,2.19
2af634997fba501740c2,10,2,1.46
2af634997fba501740c2,11,17,12.41
2af634997fba501740c2,12,12,8.76
2af634997fba501740c2,13,28,20.44
2af634997fba501740c2,14,4,2.92
2af634997fba501740c2,15,0,0.0
2af634997fba501740c2,16,0,0.0
2af634997fba501740c2,17,0,0.0
2af634997fba501740c2,18,0,0.0
2af634997fba501740c2,19,0,0.0
2af634997fba501740c2,20,0,0.0
2af634997fba501740c2,21,0,0.0
2af634997fba501740c2,22,0,0.0
2af634997fba501740c2,23,0,0.0
c9e6e9322dd7054e618c,0,0,0.0
c9e6e9322dd7054e618c,1,0,0.0
c9e6e9322dd7054e618c,2,3,4.35
c9e6e9322dd7054e618c,3,0,0.0
c9e6e9322dd7054e618c,4,0,0.0
c9e6e9322dd7054e618c,5,0,0.0
c9e6e9322dd7054e618c,6,0,0.0
c9e6e9322dd7054e618c,7,11,15.94
c9e6e9322dd7054e618c,8,10,14.49
c9e6e9322dd7054e618c,9,6,8.7
c9e6e9322dd7054e618c,10,1,1.45
c9e6e9322dd7054e618c,11,0,0.0
c9e6e9322dd7054e618c,12,15,21.74
c9e6e9322dd7054e618c,13,2,2.9
c9e6e9322dd7054e618c,14,15,21.74
c9e6e9322dd7054e618c,15,6,8.7
c9e6e9322dd7054e618c,16,0,0.0
c9e6e9322dd7054e618c,17,0,0.0
c9e6e9322dd7054e618c,18,0,0.0
c9e6e9322dd7054e618c,19,0,0.0
c9e6e9322dd7054e618c,20,0,0.0
c9e6e9322dd7054e618c,21,0,0.0
c9e6e9322dd7054e618c,22,0,0.0
c9e6e9322dd7054e618c,23,0,0.0
d72abe041b8db9118e70,0,1,1.05
d72abe041b8db9118e70,1,19,20.0
d72abe041b8db9118e70,2,2,2.11
d72abe041b8db9118e70,3,1,1.05
d72abe041b8db9118e70,4,2,2.11
d72abe041b8db9118e70,5,6,6.32
d72abe041b8db9118e70,6,7,7.37
d72abe041b8db9118e70,7,0,0.0
d72abe041b8db9118e70,8,0,0.0
d72abe041b8db9118e70,9,0,0.0
d72abe041b8db9118e70,10,0,0.0
d72abe041b8db9118e70,11,9,9.47
d72abe041b8db9118e70,12,1,1.05
d72abe041b8db9118e70,13,18,18.95
d72abe041b8db9118e70,14,17,17.89
d72abe041b8db9118e70,15,8,8.42
d72abe041b8db9118e70,16,4,4.21
d72abe041b8db9118e70,17,0,0.0
d72abe041b8db9118e70,18,0,0.0
d72abe041b8db9118e70,19,0,0.0
d72abe041b8db9118e70,20,0,0.0
d72abe041b8db9118e70,21,0,0.0
d72abe041b8db9118e70,22,0,0.0
d72abe041b8db9118e70,23,0,0.0
b0a62c35bfc7f529e83b,0,4,5.26
b0a62c35bfc7f529e83b,1,1,1.32
b0a62c35bfc7f529e83b,2,5,6.58
b0a62c35bfc7f529e83b,3,7,9.21
b0a62c35bfc7f529e83b,4,0,0.0
b0a62c35bfc7f529e83b,5,12,15.79
b0a62c35bfc7f529e83b,6,4,5.26
b0a62c35bfc7f529e83b,7,0,0.0
b0a62c35bfc7f529e83b,8,0,0.0
b0a62c35bfc7f529e83b,9,1,1.32
b0a62c35bfc7f529e83b,10,0,0.0
b0a62c35bfc7f529e83b,11,0,0.0
b0a62c35bfc7f529e83b,12,7,9.21
b0a62c35bfc7f529e83b,13,11,14.47
b0a62c35bfc7f529e83b,14,6,7.89
b0a62c35bfc7f529e83b,15,18,23.68
b0a62c35bfc7f529e83b,16,0,0.0
b0a62c35bfc7f529e83b,17,0,0.0
b0a62c35bfc7f529e83b,18,0,0.0
b0a62c35bfc7f529e83b,19,0,0.0
b0a62c35bfc7f529e83b,20,0,0.0
b0a62c35bfc7f529e83b,21,0,0.0
b0a62c35bfc7f529e83b,22,0,0.0
b0a62c35bfc7f529e83b,23,0,0.0
a856f10303ba34926fdd,0,0,0.0
a856f10303ba34926fdd,1,0,0.0
a856f10303ba34926fdd,2,1,1.06
a856f10303ba34926fdd,3,4,4.26
a856f10303ba34926fdd,4,0,0.0
a856f10303ba34926fdd,5,8,8.51
a856f10303ba34926fdd,6,6,6.38
a856f10303ba34926fdd,7,0,0.0
a856f10303ba34926fdd,8,3,3.19
a856f10303ba34926fdd,9,3,3.19
a856f10303ba34926fdd,10,5,5.32
a856f10303ba34926fdd,11,13,13.83
a856f10303ba34926fdd,12,16,17.02
a856f10303ba34926fdd,13,11,11.7
a856f10303ba34926fdd,14,11,11.7
a856f10303ba34926fdd,15,13,13.83
a856f10303ba34926fdd,16,0,0.0
a856f10303ba34926fdd,17,0,0.0
a856f10303ba34926fdd,18,0,0.0
a856f10303ba34926fdd,19,0,0.0
a856f10303ba34926fdd,20,0,0.0
a856f10303ba34926fdd,21,0,0.0
a856f10303ba34926fdd,22,0,0.0
a856f10303ba34926fdd,23,0,0.0
951678e2f3db4cd9911d,0,1,1.35
951678e2f3db4cd9911d,1,1,1.35
951678e2f3db4cd9911d,2,8,10.81
951678e2f3db4cd9911d,3,0,0.0
951678e2f3db4cd9911d,4,9,12.16
951678e2f3db4cd9911d,5,9,12.16
951678e2f3db4cd9911d,6,13,17.57
951678e2f3db4cd9911d,7,2,2.7
951678e2f3db4cd9911d,8,2,2.7
951678e2f3db4cd9911d,9,6,8.11
951678e2f3db4cd9911d,10,3,4.05
951678e2f3db4cd9911d,11,3,4.05
951678e2f3db4cd9911d,12,3,4.05
951678e2f3db4cd9911d,13,0,0.0
951678e2f3db4cd9911d,14,2,2.7
951678e2f3db4cd9911d,15,11,14.86
951678e2f3db4cd9911d,16,0,0.0
951678e2f3db4cd9911d,17,0,0.0
951678e2f3db4cd9911d,18,0,0.0
951678e2f3db4cd9911d,19,0,0.0
951678e2f3db4cd9911d,20,0,0.0
951678e2f3db4cd9911d,21,0,0.0
951678e2f3db4cd9911d,22,0,0.0
951678e2f3db4cd9911d,23,1,1.35
b34d4dc5b6c5fd7c5def,0,0,0.0
b34d4dc5b6c5fd7c5def,1,0,0.0
b34d4dc5b6c5fd7c5def,2,4,6.06
b34d4dc5b6c5fd7c5def,3,2,3.03
b34d4dc5b6c5fd7c5def,4,11,16.67
b34d4dc5b6c5fd7c5def,5,4,6.06
b34d4dc5b6c5fd7c5def,6,8,12.12
b34d4dc5b6c5fd7c5def,7,1,1.52
b34d4dc5b6c5fd7c5def,8,0,0.0
b34d4dc5b6c5fd7c5def,9,0,0.0
b34d4dc5b6c5fd7c5def,10,8,12.12
b34d4dc5b6c5fd7c5def,11,7,10.61
b34d4dc5b6c5fd7c5def,12,13,19.7
b34d4dc5b6c5fd7c5def,13,3,4.55
b34d4dc5b6c5fd7c5def,14,4,6.06
b34d4dc5b6c5fd7c5def,15,1,1.52
b34d4dc5b6c5fd7c5def,16,0,0.0
b34d4dc5b6c5fd7c5def,17,0,0.0
b34d4dc5b6c5fd7c5def,18,0,0.0
b34d4dc5b6c5fd7c5def,19,0,0.0
b34d4dc5b6c5fd7c5def,20,0,0.0
b34d4dc5b6c5fd7c5def,21,0,0.0
b34d4dc5b6c5fd7c5def,22,0,0.0
b34d4dc5b6c5fd7c5def,23,0,0.0
430420fb41fe0a889868,0,1,0.47
430420fb41fe0a889868,1,30,14.08
430420fb41fe0a889868,2,9,4.23
430420fb41fe0a889868,3,4,1.88
430420fb41fe0a889868,4,3,1.41
430420fb41fe0a889868,5,0,0.0
430420fb41fe0a889868,6,14,6.57
430420fb41fe0a889868,7,6,2.82
430420fb41fe0a889868,8,3,1.41
430420fb41fe0a889868,9,0,0.0
430420fb41fe0a889868,10,5,2.35
430420fb41fe0a889868,11,17,7.98
430420fb41fe0a889868,12,25,11.74
430420fb41fe0a889868,13,24,11.27
430420fb41fe0a889868,14,30,14.08
430420fb41fe0a889868,15,30,14.08
430420fb41fe0a889868,16,10,4.69
430420fb41fe0a889868,17,2,0.94
430420fb41fe0a889868,18,0,0.0
430420fb41fe0a889868,19,0,0.0
430420fb41fe0a889868,20,0,0.0
430420fb41fe0a889868,21,0,0.0
430420fb41fe0a889868,22,0,0.0
430420fb41fe0a889868,23,0,0.0
e17f01453906e3ae5716,0,3,1.46
e17f01453906e3ae5716,1,0,0.0
e17f01453906e3ae5716,2,0,0.0
e17f01453906e3ae5716,3,0,0.0
e17f01453906e3ae5716,4,1,0.49
e17f01453906e3ae5716,5,12,5.85
e17f01453906e3ae5716,6,2,0.98
e17f01453906e3ae5716,7,4,1.95
e17f01453906e3ae5716,8,16,7.8
e17f01453906e3ae5716,9,5,2.44
e17f01453906e3ae5716,10,45,21.95
e17f01453906e3ae5716,11,30,14.63
e17f01453906e3ae5716,12,10,4.88
e17f01453906e3ae5716,13,28,13.66
e17f01453906e3ae5716,14,30,14.63
e17f01453906e3ae5716,15,19,9.27
e17f01453906e3ae5716,16,0,0.0
e17f01453906e3ae5716,17,0,0.0
e17f01453906e3ae5716,18,0,0.0
e17f01453906e3ae5716,19,0,0.0
e17f01453906e3ae5716,20,0,0.0
e17f01453906e3ae5716,21,0,0.0
e17f01453906e3ae5716,22,0,0.0
e17f01453906e3ae5716,23,0,0.0
d536120baaef5495c028,0,15,14.42
d536120baaef5495c028,1,19,18.27
d536120baaef5495c028,2,6,5.77
d536120baaef5495c028,3,0,0.0
d536120baaef5495c028,4,5,4.81
d536120baaef5495c028,5,0,0.0
d536120baaef5495c028,6,0,0.0
d536120baaef5495c028,7,0,0.0
d536120baaef5495c028,8,3,2.88
d536120baaef5495c028,9,0,0.0
d536120baaef5495c028,10,0,0.0
d536120baaef5495c028,11,0,0.0
d536120baaef5495c028,12,9,8.65
d536120baaef5495c028,13,44,42.31
d536120baaef5495c028,14,1,0.96
