student_ID,month,submit_count,question_count,correct_count,correct_ratio,correct_percentage
be032ee60c336e4701e0,2024-01,9,9,9,1.0,100.0
19793e7e55b68c8dd776,2023-09,18,6,5,0.2778,27.78
19793e7e55b68c8dd776,2023-10,19,9,14,0.7368,73.68
19793e7e55b68c8dd776,2023-11,42,17,40,0.9524,95.24
19793e7e55b68c8dd776,2023-12,13,9,8,0.6154,61.54
fe752a6d1aa3d710d738,2023-09,37,5,7,0.1892,18.92
fe752a6d1aa3d710d738,2023-10,66,12,14,0.2121,21.21
fe752a6d1aa3d710d738,2023-11,44,12,19,0.4318,43.18
fe752a6d1aa3d710d738,2023-12,27,10,16,0.5926,59.26
912794ea0c6936c83ce2,2023-09,17,4,4,0.2353,23.53
912794ea0c6936c83ce2,2023-10,57,8,8,0.1404,14.04
912794ea0c6936c83ce2,2023-11,37,14,28,0.7568,75.68
912794ea0c6936c83ce2,2023-12,48,16,34,0.7083,70.83
17e429460d5fda251953,2023-09,51,6,5,0.098,9.8
17e429460d5fda251953,2023-10,85,18,35,0.4118,41.18
17e429460d5fda251953,2023-11,56,7,24,0.4286,42.86
17e429460d5fda251953,2023-12,41,12,17,0.4146,41.46
2e3e7cbe0e69add8d31a,2023-10,6,6,6,1.0,100.0
2e3e7cbe0e69add8d31a,2023-11,19,12,18,0.9474,94.74
2e3e7cbe0e69add8d31a,2023-12,19,17,18,0.9474,94.74
4bceaffe5e429ed3333b,2023-09,17,9,10,0.5882,58.82
4bceaffe5e429ed3333b,2023-10,17,10,10,0.5882,58.82
4bceaffe5e429ed3333b,2023-11,11,6,7,0.6364,63.64
4bceaffe5e429ed3333b,2023-12,14,13,14,1.0,100.0
f22c9341431a6123f670,2023-09,12,5,5,0.4167,41.67
f22c9341431a6123f670,2023-11,41,20,37,0.9024,90.24
f22c9341431a6123f670,2023-12,29,13,27,0.931,93.1
0107f72b66cbd1a0926d,2023-09,26,7,11,0.4231,42.31
0107f72b66cbd1a0926d,2023-10,20,10,16,0.8,80.0
0107f72b66cbd1a0926d,2023-11,46,18,38,0.8261,82.61
0107f72b66cbd1a0926d,2023-12,6,5,5,0.8333,83.33
4c26df96293b4a52bc03,2023-09,35,7,8,0.2286,22.86
4c26df96293b4a52bc03,2023-10,21,14,18,0.8571,85.71
4c26df96293b4a52bc03,2023-11,21,8,9,0.4286,42.86
4c26df96293b4a52bc03,2023-12,32,11,26,0.8125,81.25
8e25bcfa51d165f162f6,2023-09,7,5,6,0.8571,85.71
8e25bcfa51d165f162f6,2023-10,15,8,12,0.8,80.0
8e25bcfa51d165f162f6,2023-11,16,12,12,0.75,75.0
8e25bcfa51d165f162f6,2023-12,31,13,21,0.6774,67.74
9ee3e6df01c7cc22d066,2023-10,63,7,21,0.3333,33.33
9ee3e6df01c7cc22d066,2023-11,100,21,57,0.57,57.0
9ee3e6df01c7cc22d066,2023-12,47,10,23,0.4894,48.94
42e83553ca9d77ab4aee,2023-09,1,1,1,1.0,100.0
42e83553ca9d77ab4aee,2023-10,33,16,24,0.7273,72.73
42e83553ca9d77ab4aee,2023-11,55,17,46,0.8364,83.64
42e83553ca9d77ab4aee,2023-12,22,5,18,0.8182,81.82
ba563fef8484139dc84d,2023-09,33,6,5,0.1515,15.15
ba563fef8484139dc84d,2023-10,44,15,27,0.6136,61.36
ba563fef8484139dc84d,2023-11,29,9,11,0.3793,37.93
ba563fef8484139dc84d,2023-12,28,9,10,0.3571,35.71
9b1c065069dbb7a71617,2023-09,24,5,5,0.2083,20.83
9b1c065069dbb7a71617,2023-10,29,2,7,0.2414,24.14
9b1c065069dbb7a71617,2023-11,9,4,4,0.4444,44.44
9b1c065069dbb7a71617,2023-12,101,29,50,0.495,49.5
1fa4f2361b8a03040292,2023-09,17,5,5,0.2941,29.41
1fa4f2361b8a03040292,2023-10,32,14,21,0.6562,65.62
1fa4f2361b8a03040292,2023-11,74,17,40,0.5405,54.05
1fa4f2361b8a03040292,2023-12,13,5,7,0.5385,53.85
82da6d26645f8f71bd61,2023-09,4,4,4,1.0,100.0
82da6d26645f8f71bd61,2023-10,23,11,21,0.913,91.3
82da6d26645f8f71bd61,2023-11,15,10,13,0.8667,86.67
82da6d26645f8f71bd61,2023-12,17,12,15,0.8824,88.24
a9554f5c3d61d05617e1,2023-09,43,8,19,0.4419,44.19
a9554f5c3d61d05617e1,2023-10,71,32,66,0.9296,92.96
a9554f5c3d61d05617e1,2023-11,1,1,1,1.0,100.0
a9554f5c3d61d05617e1,2023-12,3,1,3,1.0,100.0
2e2c00240c341a4265e3,2023-09,11,6,7,0.6364,63.64
2e2c00240c341a4265e3,2023-10,30,10,22,0.7333,73.33
2e2c00240c341a4265e3,2023-11,49,17,39,0.7959,79.59
2e2c00240c341a4265e3,2023-12,16,6,16,1.0,100.0
4e768251c78b687fa993,2023-09,22,5,7,0.3182,31.82
4e768251c78b687fa993,2023-10,90,17,62,0.6889,68.89
4e768251c78b687fa993,2023-11,35,13,30,0.8571,85.71
4e768251c78b687fa993,2023-12,17,6,15,0.8824,88.24
6964a3d507ac1ecf9e52,2023-09,25,5,6,0.24,24.0
6964a3d507ac1ecf9e52,2023-10,197,21,78,0.3959,39.59
6964a3d507ac1ecf9e52,2023-11,55,13,45,0.8182,81.82
6964a3d507ac1ecf9e52,2023-12,2,2,2,1.0,100.0
03754dce5ec7731fb3e2,2023-09,65,25,54,0.8308,83.08
03754dce5ec7731fb3e2,2023-10,87,17,82,0.9425,94.25
03754dce5ec7731fb3e2,2023-11,37,11,37,1.0,100.0
03754dce5ec7731fb3e2,2023-12,16,7,15,0.9375,93.75
4738a118c8b8fa271fd6,2023-09,14,5,5,0.3571,35.71
4738a118c8b8fa271fd6,2023-10,32,6,20,0.625,62.5
4738a118c8b8fa271fd6,2023-11,26,10,21,0.8077,80.77
4738a118c8b8fa271fd6,2023-12,32,17,18,0.5625,56.25
2af634997fba501740c2,2023-09,24,8,9,0.375,37.5
2af634997fba501740c2,2023-10,66,18,27,0.4091,40.91
2af634997fba501740c2,2023-11,46,11,42,0.913,91.3
2af634997fba501740c2,2023-12,1,1,1,1.0,100.0
c9e6e9322dd7054e618c,2023-09,17,9,9,0.5294,52.94
c9e6e9322dd7054e618c,2023-10,19,11,12,0.6316,63.16
c9e6e9322dd7054e618c,2023-11,16,10,14,0.875,87.5
c9e6e9322dd7054e618c,2023-12,17,8,9,0.5294,52.94
d72abe041b8db9118e70,2023-09,8,5,5,0.625,62.5
d72abe041b8db9118e70,2023-10,39,9,16,0.4103,41.03
d72abe041b8db9118e70,2023-11,20,9,12,0.6,60.0
d72abe041b8db9118e70,2023-12,28,17,21,0.75,75.0
b0a62c35bfc7f529e83b,2023-09,25,12,12,0.48,48.0
b0a62c35bfc7f529e83b,2023-10,34,21,23,0.6765,67.65
b0a62c35bfc7f529e83b,2023-11,17,7,13,0.7647,76.47
a856f10303ba34926fdd,2023-09,8,5,5,0.625,62.5
a856f10303ba34926fdd,2023-10,22,9,16,0.7273,72.73
a856f10303ba34926fdd,2023-11,36,12,22,0.6111,61.11
a856f10303ba34926fdd,2023-12,28,14,27,0.9643,96.43
951678e2f3db4cd9911d,2023-09,14,9,13,0.9286,92.86
951678e2f3db4cd9911d,2023-10,60,29,56,0.9333,93.33
b34d4dc5b6c5fd7c5def,2023-09,17,6,8,0.4706,47.06
b34d4dc5b6c5fd7c5def,2023-10,15,11,12,0.8,80.0
b34d4dc5b6c5fd7c5def,2023-11,34,21,32,0.9412,94.12
430420fb41fe0a889868,2023-09,19,5,5,0.2632,26.32
430420fb41fe0a889868,2023-10,76,15,53,0.6974,69.74
430420fb41fe0a889868,2023-11,111,17,97,0.8739,87.39
430420fb41fe0a889868,2023-12,7,1,1,0.1429,14.29
e17f01453906e3ae5716,2023-09,29,5,5,0.1724,17.24
e17f01453906e3ae5716,2023-10,75,9,28,0.3733,37.33
e17f01453906e3ae5716,2023-11,76,14,28,0.3684,36.84
e17f01453906e3ae5716,2023-12,25,10,17,0.68,68.0
d536120baaef5495c028,2023-09,17,4,4,0.2353,23.53
d536120baaef5495c028,2023-10,24,12,15,0.625,62.5
d536120baaef5495c028,2023-11,54,20,21,0.3889,38.89
d536120baaef5495c028,2023-12,9,6,6,0.6667,66.67
2ecb7fb5ff8899614c12,2023-09,67,5,7,0.1045,10.45
2ecb7fb5ff8899614c12,2023-10,36,12,16,0.4444,44.44
2ecb7fb5ff8899614c12,2023-11,51,22,35,0.6863,68.63
2ecb7fb5ff8899614c12,2023-12,20,2,4,0.2,20.0
d6f3f410bbb24244d270,2023-09,105,26,62,0.5905,59.05
d6f3f410bbb24244d270,2023-10,37,12,32,0.8649,86.49
d6f3f410bbb24244d270,2023-11,2,1,1,0.5,50.0
d6f3f410bbb24244d270,2023-12,7,1,7,1.0,100.0
67f8d47cfb7b7b3d2095,2023-09,51,6,5,0.098,9.8
67f8d47cfb7b7b3d2095,2023-10,55,8,18,0.3273,32.73
67f8d47cfb7b7b3d2095,2023-11,41,11,29,0.7073,70.73
67f8d47cfb7b7b3d2095,2023-12,43,17,25,0.5814,58.14
a0fa57995e3e8cdcc13a,2023-09,34,15,28,0.8235,82.35
a0fa57995e3e8cdcc13a,2023-10,71,24,64,0.9014,90.14
a0fa57995e3e8cdcc13a,2023-11,83,4,81,0.9759,97.59
a0fa57995e3e8cdcc13a,2023-12,5,3,5,1.0,100.0
fe40bd528b4fbbf591e1,2023-09,23,5,5,0.2174,21.74
fe40bd528b4fbbf591e1,2023-10,77,18,39,0.5065,50.65
fe40bd528b4fbbf591e1,2023-11,46,12,36,0.7826,78.26
fe40bd528b4fbbf591e1,2023-12,4,4,4,1.0,100.0
be52205cb48c05e10567,2023-09,2,1,0,0.0,0.0
be52205cb48c05e10567,2023-10,26,9,9,0.3462,34.62
03e0c9bff3a9557480d9,2023-09,18,6,5,0.2778,27.78
03e0c9bff3a9557480d9,2023-10,18,3,15,0.8333,83.33
03e0c9bff3a9557480d9,2023-11,19,9,16,0.8421,84.21
03e0c9bff3a9557480d9,2023-12,41,20,38,0.9268,92.68
60c3549c706fe13322ce,2023-09,13,5,5,0.3846,38.46
60c3549c706fe13322ce,2023-10,37,13,19,0.5135,51.35
60c3549c706fe13322ce,2023-11,51,19,33,0.6471,64.71
60c3549c706fe13322ce,2023-12,8,1,1,0.125,12.5
2826ec26211d83efd2c6,2023-09,21,5,10,0.4762,47.62
2826ec26211d83efd2c6,2023-10,33,11,21,0.6364,63.64
2826ec26211d83efd2c6,2023-11,32,13,16,0.5,50.0
2826ec26211d83efd2c6,2023-12,26,9,24,0.9231,92.31
6b9ee688551136da2eb9,2023-09,13,3,2,0.1538,15.38
6b9ee688551136da2eb9,2023-10,50,7,10,0.2,20.0
6b9ee688551136da2eb9,2023-11,11,8,9,0.8182,81.82
6b9ee688551136da2eb9,2023-12,32,22,23,0.7188,71.88
454c91e8f96c1dc4e994,2023-09,1,1,1,1.0,100.0
454c91e8f96c1dc4e994,2023-10,82,11,35,0.4268,42.68
454c91e8f96c1dc4e994,2023-11,63,11,42,0.6667,66.67
454c91e8f96c1dc4e994,2023-12,29,15,25,0.8621,86.21
854ce9f7f4d7b6115854,2023-09,58,33,48,0.8276,82.76
854ce9f7f4d7b6115854,2023-10,3,1,1,0.3333,33.33
d103bd9455fb9258c805,2023-09,11,5,6,0.5455,54.55
d103bd9455fb9258c805,2023-10,34,21,24,0.7059,70.59
d103bd9455fb9258c805,2023-11,31,8,9,0.2903,29.03
d103bd9455fb9258c805,2023-12,17,6,6,0.3529,35.29
13de1d3a55477a0c0329,2023-09,7,5,5,0.7143,71.43
13de1d3a55477a0c0329,2023-10,11,5,5,0.4545,45.45
13de1d3a55477a0c0329,2023-11,91,27,28,0.3077,30.77
13de1d3a55477a0c0329,2023-12,6,4,4,0.6667,66.67
pg8ucem69ixbqhznx0x2,2023-09,22,7,9,0.4091,40.91
pg8ucem69ixbqhznx0x2,2023-10,30,14,13,0.4333,43.33
pg8ucem69ixbqhznx0x2,2023-11,26,15,21,0.8077,80.77
pg8ucem69ixbqhznx0x2,2023-12,10,10,7,0.7,70.0
pg8ucem69ixbqhznx0x2,2024-01,1,1,0,0.0,0.0
vzdurh8f0rfus5h4bde2,2023-09,17,8,8,0.4706,47.06
vzdurh8f0rfus5h4bde2,2023-10,29,18,14,0.4828,48.28
vzdurh8f0rfus5h4bde2,2023-11,27,17,21,0.7778,77.78
vzdurh8f0rfus5h4bde2,2023-12,17,10,12,0.7059,70.59
vzdurh8f0rfus5h4bde2,2024-01,1,1,1,1.0,100.0
ucxxvfcovdwuokyswife,2023-09,20,8,5,0.25,25.0
ucxxvfcovdwuokyswife,2023-10,29,16,18,0.6207,62.07
ucxxvfcovdwuokyswife,2023-11,34,20,22,0.6471,64.71
ucxxvfcovdwuokyswife,2023-12,9,8,7,0.7778,77.78
ucxxvfcovdwuokyswife,2024-01,1,1,1,1.0,100.0
yums89f0epz009xrrwrf,2023-09,10,6,3,0.3,30.0
yums89f0epz009xrrwrf,2023-10,35,19,15,0.4286,42.86
yums89f0epz009xrrwrf,2023-11,30,20,25,0.8333,83.33
yums89f0epz009xrrwrf,2023-12,13,9,9,0.6923,69.23
yums89f0epz009xrrwrf,2024-01,1,1,0,0.0,0.0
4y1vvkscejq34042oag4,2023-09,14,7,6,0.4286,42.86
4y1vvkscejq34042oag4,2023-10,32,18,19,0.5938,59.38
4y1vvkscejq34042oag4,2023-11,32,19,22,0.6875,68.75
4y1vvkscejq34042oag4,2023-12,13,9,12,0.9231,92.31
ng2c52g74hfaudyxmm6m,2023-09,21,9,8,0.381,38.1
ng2c52g74hfaudyxmm6m,2023-10,44,22,26,0.5909,59.09
ng2c52g74hfaudyxmm6m,2023-11,37,21,26,0.7027,70.27
ng2c52g74hfaudyxmm6m,2023-12,21,12,13,0.619,61.9
ttsjumez81r1ot6tfe7n,2023-09,10,7,5,0.5,50.0
ttsjumez81r1ot6tfe7n,2023-10,29,18,15,0.5172,51.72
ttsjumez81r1ot6tfe7n,2023-11,33,18,21,0.6364,63.64
ttsjumez81r1ot6tfe7n,2023-12,10,9,9,0.9,90.0
m3xzctvbxlbxz80zz042,2023-09,15,7,4,0.2667,26.67
m3xzctvbxlbxz80zz042,2023-10,39,17,18,0.4615,46.15
m3xzctvbxlbxz80zz042,2023-11,27,17,14,0.5185,51.85
m3xzctvbxlbxz80zz042,2023-12,18,11,15,0.8333,83.33
1nebcwra7a0fduy8c1fa,2023-09,15,6,4,0.2667,26.67
1nebcwra7a0fduy8c1fa,2023-10,27,18,13,0.4815,48.15
1nebcwra7a0fduy8c1fa,2023-11,42,18,27,0.6429,64.29
1nebcwra7a0fduy8c1fa,2023-12,17,9,7,0.4118,41.18
z9q10sbk27qpuvatlkuw,2023-09,11,7,6,0.5455,54.55
z9q10sbk27qpuvatlkuw,2023-10,35,14,14,0.4,40.0
z9q10sbk27qpuvatlkuw,2023-11,28,15,18,0.6429,64.29
z9q10sbk27qpuvatlkuw,2023-12,14,10,9,0.6429,64.29
cgydhui8n3uoxbq5rznl,2023-09,13,7,3,0.2308,23.08
cgydhui8n3uoxbq5rznl,2023-10,30,13,14,0.4667,46.67
cgydhui8n3uoxbq5rznl,2023-11,33,16,20,0.6061,60.61
cgydhui8n3uoxbq5rznl,2023-12,15,9,12,0.8,80.0
cgydhui8n3uoxbq5rznl,2024-01,1,1,1,1.0,100.0
sdun9fmcol7sud39mllw,2023-09,22,6,7,0.3182,31.82
sdun9fmcol7sud39mllw,2023-10,35,19,18,0.5143,51.43
sdun9fmcol7sud39mllw,2023-11,36,18,28,0.7778,77.78
sdun9fmcol7sud39mllw,2023-12,12,10,6,0.5,50.0
csxiwtz34vm9vr0kbryx,2023-09,27,9,9,0.3333,33.33
csxiwtz34vm9vr0kbryx,2023-10,41,20,25,0.6098,60.98
csxiwtz34vm9vr0kbryx,2023-11,32,18,18,0.5625,56.25
csxiwtz34vm9vr0kbryx,2023-12,19,11,14,0.7368,73.68
4v5xbvn3yhmvs97477pc,2023-09,24,7,10,0.4167,41.67
4v5xbvn3yhmvs97477pc,2023-10,34,13,17,0.5,50.0
4v5xbvn3yhmvs97477pc,2023-11,23,15,20,0.8696,86.96
4v5xbvn3yhmvs97477pc,2023-12,15,10,12,0.8,80.0
g5wbnnhq1jbyc32q3003,2023-09,21,7,6,0.2857,28.57
g5wbnnhq1jbyc32q3003,2023-10,33,17,18,0.5455,54.55
g5wbnnhq1jbyc32q3003,2023-11,30,16,24,0.8,80.0
g5wbnnhq1jbyc32q3003,2023-12,17,12,13,0.7647,76.47
g5wbnnhq1jbyc32q3003,2024-01,1,1,1,1.0,100.0
ulowmljtsh72z64haltq,2023-09,13,7,4,0.3077,30.77
ulowmljtsh72z64haltq,2023-10,39,18,17,0.4359,43.59
ulowmljtsh72z64haltq,2023-11,32,16,18,0.5625,56.25
ulowmljtsh72z64haltq,2023-12,11,9,10,0.9091,90.91
19rc4zj7sw4ms0996992,2023-09,17,5,4,0.2353,23.53
19rc4zj7sw4ms0996992,2023-10,42,19,26,0.619,61.9
19rc4zj7sw4ms0996992,2023-11,31,18,21,0.6774,67.74
19rc4zj7sw4ms0996992,2023-12,14,11,11,0.7857,78.57
19rc4zj7sw4ms0996992,2024-01,1,1,0,0.0,0.0
mn8t0yyppsznr674ic1a,2023-09,20,7,7,0.35,35.0
mn8t0yyppsznr674ic1a,2023-10,30,18,12,0.4,40.0
mn8t0yyppsznr674ic1a,2023-11,29,17,18,0.6207,62.07
mn8t0yyppsznr674ic1a,2023-12,14,6,8,0.5714,57.14
isavn2ahb9n5z1q8win5,2023-09,16,10,6,0.375,37.5
isavn2ahb9n5z1q8win5,2023-10,33,17,16,0.4848,48.48
isavn2ahb9n5z1q8win5,2023-11,23,19,18,0.7826,78.26
isavn2ahb9n5z1q8win5,2023-12,21,9,21,1.0,100.0
uhky1uwx18u1e4nixzzf,2023-09,13,7,5,0.3846,38.46
uhky1uwx18u1e4nixzzf,2023-10,44,19,24,0.5455,54.55
uhky1uwx18u1e4nixzzf,2023-11,37,16,27,0.7297,72.97
uhky1uwx18u1e4nixzzf,2023-12,8,6,6,0.75,75.0
h9urbo4ce8x02brjnloz,2023-09,16,10,7,0.4375,43.75
h9urbo4ce8x02brjnloz,2023-10,32,16,19,0.5938,59.38
h9urbo4ce8x02brjnloz,2023-11,29,17,15,0.5172,51.72
h9urbo4ce8x02brjnloz,2023-12,17,12,10,0.5882,58.82
lewkf2owb42ywhfto9yf,2023-09,9,8,5,0.5556,55.56
lewkf2owb42ywhfto9yf,2023-10,43,19,21,0.4884,48.84
lewkf2owb42ywhfto9yf,2023-11,31,18,22,0.7097,70.97
lewkf2owb42ywhfto9yf,2023-12,12,11,8,0.6667,66.67
p3cs5x8cxrwubesmagvl,2023-09,27,8,11,0.4074,40.74
p3cs5x8cxrwubesmagvl,2023-10,34,12,21,0.6176,61.76
p3cs5x8cxrwubesmagvl,2023-11,36,19,21,0.5833,58.33
p3cs5x8cxrwubesmagvl,2023-12,20,14,14,0.7,70.0
p3cs5x8cxrwubesmagvl,2024-01,1,1,1,1.0,100.0
u968v341lom8drwdzqqj,2023-09,17,7,5,0.2941,29.41
u968v341lom8drwdzqqj,2023-10,28,14,14,0.5,50.0
u968v341lom8drwdzqqj,2023-11,27,18,19,0.7037,70.37
u968v341lom8drwdzqqj,2023-12,16,11,9,0.5625,56.25
x8hocidvl3emcmrhw2f8,2023-09,22,8,8,0.3636,36.36
x8hocidvl3emcmrhw2f8,2023-10,46,20,21,0.4565,45.65
x8hocidvl3emcmrhw2f8,2023-11,27,15,16,0.5926,59.26
x8hocidvl3emcmrhw2f8,2023-12,17,8,9,0.5294,52.94
0sgnvj4zfg3xjjb9fl6h,2023-09,16,10,7,0.4375,43.75
0sgnvj4zfg3xjjb9fl6h,2023-10,34,16,25,0.7353,73.53
0sgnvj4zfg3xjjb9fl6h,2023-11,35,19,20,0.5714,57.14
0sgnvj4zfg3xjjb9fl6h,2023-12,20,14,12,0.6,60.0
7ddzwidmh4uwbopvlast,2023-09,14,7,2,0.1429,14.29
7ddzwidmh4uwbopvlast,2023-10,46,18,25,0.5435,54.35
7ddzwidmh4uwbopvlast,2023-11,31,19,18,0.5806,58.06
7ddzwidmh4uwbopvlast,2023-12,20,12,15,0.75,75.0
7ddzwidmh4uwbopvlast,2024-01,1,1,1,1.0,100.0
j8inicu0iafkpv3u9431,2023-09,15,5,7,0.4667,46.67
j8inicu0iafkpv3u9431,2023-10,30,16,15,0.5,50.0
j8inicu0iafkpv3u9431,2023-11,35,16,26,0.7429,74.29
j8inicu0iafkpv3u9431,2023-12,15,10,10,0.6667,66.67
74g1r714u01v7nb4vn8w,2023-09,17,10,9,0.5294,52.94
74g1r714u01v7nb4vn8w,2023-10,40,17,23,0.575,57.5
74g1r714u01v7nb4vn8w,2023-11,34,21,25,0.7353,73.53
74g1r714u01v7nb4vn8w,2023-12,10,10,7,0.7,70.0
em248gxmeso9cw0wzlv8,2023-09,24,9,7,0.2917,29.17
em248gxmeso9cw0wzlv8,2023-10,40,19,21,0.525,52.5
em248gxmeso9cw0wzlv8,2023-11,34,18,22,0.6471,64.71
em248gxmeso9cw0wzlv8,2023-12,18,10,14,0.7778,77.78
hoedc2pzfz6av5bn1jq3,2023-09,18,10,9,0.5,50.0
hoedc2pzfz6av5bn1jq3,2023-10,34,17,20,0.5882,58.82
hoedc2pzfz6av5bn1jq3,2023-11,32,16,24,0.75,75.0
hoedc2pzfz6av5bn1jq3,2023-12,12,10,11,0.9167,91.67
3ywgcurp27qp1fydp27z,2023-09,22,8,10,0.4545,45.45
3ywgcurp27qp1fydp27z,2023-10,42,18,17,0.4048,40.48
3ywgcurp27qp1fydp27z,2023-11,36,19,29,0.8056,80.56
3ywgcurp27qp1fydp27z,2023-12,15,10,12,0.8,80.0
inyirhdpjahiguhs9e5b,2023-09,22,9,8,0.3636,36.36
inyirhdpjahiguhs9e5b,2023-10,47,21,22,0.4681,46.81
inyirhdpjahiguhs9e5b,2023-11,25,16,16,0.64,64.0
inyirhdpjahiguhs9e5b,2023-12,16,10,11,0.6875,68.75
flde3irykh8wauaj2fuw,2023-09,20,9,6,0.3,30.0
flde3irykh8wauaj2fuw,2023-10,36,15,17,0.4722,47.22
flde3irykh8wauaj2fuw,2023-11,26,17,15,0.5769,57.69
flde3irykh8wauaj2fuw,2023-12,20,12,11,0.55,55.0
1otvyki9oso9bg6ob16u,2023-09,19,10,5,0.2632,26.32
1otvyki9oso9bg6ob16u,2023-10,31,14,16,0.5161,51.61
1otvyki9oso9bg6ob16u,2023-11,31,17,18,0.5806,58.06
1otvyki9oso9bg6ob16u,2023-12,20,12,17,0.85,85.0
05e1c3ce1728da7e37e0,2023-11,83,9,15,0.1807,18.07
05e1c3ce1728da7e37e0,2023-12,51,14,14,0.2745,27.45
93f200d7351d4980fec6,2023-09,7,2,1,0.1429,14.29
93f200d7351d4980fec6,2023-10,33,12,20,0.6061,60.61
93f200d7351d4980fec6,2023-11,74,25,65,0.8784,87.84
93f200d7351d4980fec6,2023-12,7,5,4,0.5714,57.14
4dfdfa5e1a04c832b9b4,2023-09,304,38,192,0.6316,63.16
4dfdfa5e1a04c832b9b4,2023-10,2,1,2,1.0,100.0
4dfdfa5e1a04c832b9b4,2023-11,12,3,12,1.0,100.0
4dfdfa5e1a04c832b9b4,2023-12,22,5,19,0.8636,86.36
151cd83784ab9007e8d8,2023-10,9,3,2,0.2222,22.22
151cd83784ab9007e8d8,2023-11,69,24,45,0.6522,65.22
151cd83784ab9007e8d8,2023-12,78,17,55,0.7051,70.51
8e1012c9f4775ba6a451,2023-09,102,12,27,0.2647,26.47
8e1012c9f4775ba6a451,2023-10,121,15,38,0.314,31.4
8e1012c9f4775ba6a451,2023-11,88,9,29,0.3295,32.95
8e1012c9f4775ba6a451,2023-12,28,8,12,0.4286,42.86
413cbf664ac3ba8307ea,2023-09,97,34,69,0.7113,71.13
413cbf664ac3ba8307ea,2023-10,31,12,30,0.9677,96.77
413cbf664ac3ba8307ea,2023-11,21,5,15,0.7143,71.43
413cbf664ac3ba8307ea,2023-12,10,4,9,0.9,90.0
3bf7b3c9aa7d93ecb603,2023-10,76,13,41,0.5395,53.95
3bf7b3c9aa7d93ecb603,2023-11,111,25,84,0.7568,75.68
3bf7b3c9aa7d93ecb603,2023-12,1,1,1,1.0,100.0
9ad512cc6cbd79aa81c7,2023-09,5,2,5,1.0,100.0
9ad512cc6cbd79aa81c7,2023-10,25,7,18,0.72,72.0
9ad512cc6cbd79aa81c7,2023-11,33,12,18,0.5455,54.55
9ad512cc6cbd79aa81c7,2023-12,20,17,19,0.95,95.0
71f6622e7caa6ed92506,2023-10,14,5,5,0.3571,35.71
71f6622e7caa6ed92506,2023-11,45,25,40,0.8889,88.89
71f6622e7caa6ed92506,2023-12,20,9,17,0.85,85.0
2fe9648ea28753c73c2c,2023-09,50,7,6,0.12,12.0
2fe9648ea28753c73c2c,2023-10,11,5,10,0.9091,90.91
2fe9648ea28753c73c2c,2023-11,39,13,25,0.641,64.1
2fe9648ea28753c73c2c,2023-12,83,15,56,0.6747,67.47
4474f24ef69e01e2c001,2023-09,4,1,1,0.25,25.0
4474f24ef69e01e2c001,2023-11,33,8,18,0.5455,54.55
4474f24ef69e01e2c001,2023-12,15,5,4,0.2667,26.67
f81f52969ef1de783de3,2023-10,8,5,5,0.625,62.5
f81f52969ef1de783de3,2023-11,70,26,49,0.7,70.0
f81f52969ef1de783de3,2023-12,19,10,12,0.6316,63.16
b9c7c66c8b57b9d3c6fa,2023-10,68,19,23,0.3382,33.82
b9c7c66c8b57b9d3c6fa,2023-11,51,14,20,0.3922,39.22
b9c7c66c8b57b9d3c6fa,2023-12,9,7,8,0.8889,88.89
a95a606f0110653858b2,2023-09,15,2,1,0.0667,6.67
a95a606f0110653858b2,2023-10,72,12,20,0.2778,27.78
a95a606f0110653858b2,2023-11,49,13,14,0.2857,28.57
a95a606f0110653858b2,2023-12,27,13,14,0.5185,51.85
66d7c0bdb21b7d5bd83d,2023-09,27,3,1,0.037,3.7
66d7c0bdb21b7d5bd83d,2023-10,109,17,45,0.4128,41.28
66d7c0bdb21b7d5bd83d,2023-11,186,22,76,0.4086,40.86
c89e8b7b18082e2fa6df,2023-10,42,5,5,0.119,11.9
c89e8b7b18082e2fa6df,2023-11,140,33,63,0.45,45.0
522837ace4fd8dd743f2,2023-09,65,12,30,0.4615,46.15
522837ace4fd8dd743f2,2023-10,142,15,50,0.3521,35.21
522837ace4fd8dd743f2,2023-11,161,15,88,0.5466,54.66
522837ace4fd8dd743f2,2023-12,2,2,2,1.0,100.0
0df40593e76a840fd64b,2023-09,51,7,8,0.1569,15.69
0df40593e76a840fd64b,2023-11,203,32,74,0.3645,36.45
0df40593e76a840fd64b,2023-12,8,5,5,0.625,62.5
952e59666bdde6dad94c,2023-09,133,14,85,0.6391,63.91
952e59666bdde6dad94c,2023-10,24,3,3,0.125,12.5
952e59666bdde6dad94c,2023-11,95,21,37,0.3895,38.95
952e59666bdde6dad94c,2023-12,2,1,2,1.0,100.0
800d0095388d11344b78,2023-10,11,4,4,0.3636,36.36
800d0095388d11344b78,2023-11,50,11,29,0.58,58.0
800d0095388d11344b78,2023-12,27,22,21,0.7778,77.78
d53a4fb612fb801fff3d,2023-10,62,7,8,0.129,12.9
d53a4fb612fb801fff3d,2023-11,42,16,22,0.5238,52.38
d53a4fb612fb801fff3d,2023-12,29,14,12,0.4138,41.38
71ca74e191e71b0219b5,2023-10,12,3,6,0.5,50.0
71ca74e191e71b0219b5,2023-11,59,21,30,0.5085,50.85
71ca74e191e71b0219b5,2023-12,17,14,13,0.7647,76.47
dddd7ba8769cf90bfd62,2023-09,22,5,5,0.2273,22.73
