student_ID,method,method_name,count,ratio,percentage
44x159fl0pw2uucriuga,Method_5Q4KoXthUuYz3bvrTDFm,方法5,16,0.1391,13.91
7c2qxvccum7f93e8ohgt,Method_5Q4KoXthUuYz3bvrTDFm,方法1,33,0.287,28.7
7c2qxvccum7f93e8ohgt,Method_gj1NLb4Jn7URf9K2kQPd,方法2,28,0.2435,24.35
7c2qxvccum7f93e8ohgt,Method_BXr9AIsPQhwNvyGdZL57,方法3,19,0.1652,16.52
7c2qxvccum7f93e8ohgt,Method_Cj9Ya2R7fZd6xs1q5mNQ,方法4,18,0.1565,15.65
7c2qxvccum7f93e8ohgt,Method_m8vwGkEZc3TSW2xqYUoR,方法5,17,0.1478,14.78
d6qgzp196pwnzk7agyn6,Method_5Q4KoXthUuYz3bvrTDFm,方法1,35,0.2893,28.93
d6qgzp196pwnzk7agyn6,Method_gj1NLb4Jn7URf9K2kQPd,方法2,26,0.2149,21.49
d6qgzp196pwnzk7agyn6,Method_BXr9AIsPQhwNvyGdZL57,方法3,25,0.2066,20.66
d6qgzp196pwnzk7agyn6,Method_m8vwGkEZc3TSW2xqYUoR,方法4,19,0.157,15.7
d6qgzp196pwnzk7agyn6,Method_Cj9Ya2R7fZd6xs1q5mNQ,方法5,16,0.1322,13.22
alj4azvv1eqg1cyr3ae3,Method_5Q4KoXthUuYz3bvrTDFm,方法1,23,0.2421,24.21
alj4azvv1eqg1cyr3ae3,Method_BXr9AIsPQhwNvyGdZL57,方法2,21,0.2211,22.11
alj4azvv1eqg1cyr3ae3,Method_gj1NLb4Jn7URf9K2kQPd,方法3,19,0.2,20.0
alj4azvv1eqg1cyr3ae3,Method_m8vwGkEZc3TSW2xqYUoR,方法4,17,0.1789,17.89
alj4azvv1eqg1cyr3ae3,Method_Cj9Ya2R7fZd6xs1q5mNQ,方法5,15,0.1579,15.79
vqz1prz6hwnqepxsieip,Method_gj1NLb4Jn7URf9K2kQPd,方法1,27,0.2571,25.71
vqz1prz6hwnqepxsieip,Method_5Q4KoXthUuYz3bvrTDFm,方法2,26,0.2476,24.76
vqz1prz6hwnqepxsieip,Method_Cj9Ya2R7fZd6xs1q5mNQ,方法3,20,0.1905,19.05
vqz1prz6hwnqepxsieip,Method_BXr9AIsPQhwNvyGdZL57,方法4,19,0.181,18.1
vqz1prz6hwnqepxsieip,Method_m8vwGkEZc3TSW2xqYUoR,方法5,13,0.1238,12.38
4xh67ezjc331pg9q3kfv,Method_m8vwGkEZc3TSW2xqYUoR,方法1,29,0.2636,26.36
4xh67ezjc331pg9q3kfv,Method_5Q4KoXthUuYz3bvrTDFm,方法2,22,0.2,20.0
4xh67ezjc331pg9q3kfv,Method_Cj9Ya2R7fZd6xs1q5mNQ,方法3,20,0.1818,18.18
4xh67ezjc331pg9q3kfv,Method_gj1NLb4Jn7URf9K2kQPd,方法4,20,0.1818,18.18
4xh67ezjc331pg9q3kfv,Method_BXr9AIsPQhwNvyGdZL57,方法5,19,0.1727,17.27
t8a5fgt3wo8w18amulu3,Method_gj1NLb4Jn7URf9K2kQPd,方法1,20,0.2326,23.26
t8a5fgt3wo8w18amulu3,Method_5Q4KoXthUuYz3bvrTDFm,方法2,19,0.2209,22.09
t8a5fgt3wo8w18amulu3,Method_m8vwGkEZc3TSW2xqYUoR,方法3,18,0.2093,20.93
t8a5fgt3wo8w18amulu3,Method_BXr9AIsPQhwNvyGdZL57,方法4,17,0.1977,19.77
t8a5fgt3wo8w18amulu3,Method_Cj9Ya2R7fZd6xs1q5mNQ,方法5,12,0.1395,13.95
7r0ywonplo8up7m35eav,Method_gj1NLb4Jn7URf9K2kQPd,方法1,29,0.2788,27.88
7r0ywonplo8up7m35eav,Method_Cj9Ya2R7fZd6xs1q5mNQ,方法2,21,0.2019,20.19
7r0ywonplo8up7m35eav,Method_m8vwGkEZc3TSW2xqYUoR,方法3,19,0.1827,18.27
7r0ywonplo8up7m35eav,Method_BXr9AIsPQhwNvyGdZL57,方法4,19,0.1827,18.27
7r0ywonplo8up7m35eav,Method_5Q4KoXthUuYz3bvrTDFm,方法5,16,0.1538,15.38
no0afrue2n6m8hcnuek1,Method_Cj9Ya2R7fZd6xs1q5mNQ,方法1,37,0.2741,27.41
no0afrue2n6m8hcnuek1,Method_gj1NLb4Jn7URf9K2kQPd,方法2,30,0.2222,22.22
no0afrue2n6m8hcnuek1,Method_5Q4KoXthUuYz3bvrTDFm,方法3,28,0.2074,20.74
no0afrue2n6m8hcnuek1,Method_BXr9AIsPQhwNvyGdZL57,方法4,22,0.163,16.3
no0afrue2n6m8hcnuek1,Method_m8vwGkEZc3TSW2xqYUoR,方法5,18,0.1333,13.33
ymb5gxf0fi27kpj2f101,Method_5Q4KoXthUuYz3bvrTDFm,方法1,20,0.2326,23.26
ymb5gxf0fi27kpj2f101,Method_m8vwGkEZc3TSW2xqYUoR,方法2,20,0.2326,23.26
ymb5gxf0fi27kpj2f101,Method_Cj9Ya2R7fZd6xs1q5mNQ,方法3,19,0.2209,22.09
ymb5gxf0fi27kpj2f101,Method_gj1NLb4Jn7URf9K2kQPd,方法4,14,0.1628,16.28
ymb5gxf0fi27kpj2f101,Method_BXr9AIsPQhwNvyGdZL57,方法5,13,0.1512,15.12
d93519b044de1fa037b0,Method_m8vwGkEZc3TSW2xqYUoR,方法1,13,0.26,26.0
d93519b044de1fa037b0,Method_Cj9Ya2R7fZd6xs1q5mNQ,方法2,11,0.22,22.0
d93519b044de1fa037b0,Method_gj1NLb4Jn7URf9K2kQPd,方法3,11,0.22,22.0
d93519b044de1fa037b0,Method_BXr9AIsPQhwNvyGdZL57,方法4,9,0.18,18.0
d93519b044de1fa037b0,Method_5Q4KoXthUuYz3bvrTDFm,方法5,6,0.12,12.0
afc99b4940e933922aca,Method_BXr9AIsPQhwNvyGdZL57,方法1,28,0.2523,25.23
afc99b4940e933922aca,Method_5Q4KoXthUuYz3bvrTDFm,方法2,24,0.2162,21.62
afc99b4940e933922aca,Method_gj1NLb4Jn7URf9K2kQPd,方法3,24,0.2162,21.62
afc99b4940e933922aca,Method_Cj9Ya2R7fZd6xs1q5mNQ,方法4,23,0.2072,20.72
afc99b4940e933922aca,Method_m8vwGkEZc3TSW2xqYUoR,方法5,12,0.1081,10.81
c5d83404b165578ef794,Method_m8vwGkEZc3TSW2xqYUoR,方法1,18,0.2535,25.35
c5d83404b165578ef794,Method_gj1NLb4Jn7URf9K2kQPd,方法2,15,0.2113,21.13
c5d83404b165578ef794,Method_5Q4KoXthUuYz3bvrTDFm,方法3,15,0.2113,21.13
c5d83404b165578ef794,Method_BXr9AIsPQhwNvyGdZL57,方法4,13,0.1831,18.31
c5d83404b165578ef794,Method_Cj9Ya2R7fZd6xs1q5mNQ,方法5,10,0.1408,14.08
dcd0562f8fb44933cb08,Method_5Q4KoXthUuYz3bvrTDFm,方法1,18,0.2857,28.57
dcd0562f8fb44933cb08,Method_m8vwGkEZc3TSW2xqYUoR,方法2,14,0.2222,22.22
dcd0562f8fb44933cb08,Method_BXr9AIsPQhwNvyGdZL57,方法3,13,0.2063,20.63
dcd0562f8fb44933cb08,Method_gj1NLb4Jn7URf9K2kQPd,方法4,10,0.1587,15.87
dcd0562f8fb44933cb08,Method_Cj9Ya2R7fZd6xs1q5mNQ,方法5,8,0.127,12.7
7694d71417c2f5202940,Method_gj1NLb4Jn7URf9K2kQPd,方法1,36,0.24,24.0
7694d71417c2f5202940,Method_BXr9AIsPQhwNvyGdZL57,方法2,32,0.2133,21.33
7694d71417c2f5202940,Method_5Q4KoXthUuYz3bvrTDFm,方法3,30,0.2,20.0
7694d71417c2f5202940,Method_m8vwGkEZc3TSW2xqYUoR,方法4,28,0.1867,18.67
7694d71417c2f5202940,Method_Cj9Ya2R7fZd6xs1q5mNQ,方法5,24,0.16,16.0
3ba42ec5350aacb0750a,Method_5Q4KoXthUuYz3bvrTDFm,方法1,55,0.2311,23.11
3ba42ec5350aacb0750a,Method_gj1NLb4Jn7URf9K2kQPd,方法2,52,0.2185,21.85
3ba42ec5350aacb0750a,Method_Cj9Ya2R7fZd6xs1q5mNQ,方法3,48,0.2017,20.17
3ba42ec5350aacb0750a,Method_BXr9AIsPQhwNvyGdZL57,方法4,42,0.1765,17.65
3ba42ec5350aacb0750a,Method_m8vwGkEZc3TSW2xqYUoR,方法5,41,0.1723,17.23
e9b6fa8a87469779d732,Method_m8vwGkEZc3TSW2xqYUoR,方法1,46,0.2875,28.75
e9b6fa8a87469779d732,Method_5Q4KoXthUuYz3bvrTDFm,方法2,31,0.1938,19.38
e9b6fa8a87469779d732,Method_gj1NLb4Jn7URf9K2kQPd,方法3,30,0.1875,18.75
e9b6fa8a87469779d732,Method_BXr9AIsPQhwNvyGdZL57,方法4,28,0.175,17.5
e9b6fa8a87469779d732,Method_Cj9Ya2R7fZd6xs1q5mNQ,方法5,25,0.1562,15.62
cafe5989da5dfed9f404,Method_5Q4KoXthUuYz3bvrTDFm,方法1,55,0.2236,22.36
cafe5989da5dfed9f404,Method_Cj9Ya2R7fZd6xs1q5mNQ,方法2,51,0.2073,20.73
cafe5989da5dfed9f404,Method_m8vwGkEZc3TSW2xqYUoR,方法3,49,0.1992,19.92
cafe5989da5dfed9f404,Method_BXr9AIsPQhwNvyGdZL57,方法4,47,0.1911,19.11
cafe5989da5dfed9f404,Method_gj1NLb4Jn7URf9K2kQPd,方法5,44,0.1789,17.89
d52b119f8da2a1812722,Method_5Q4KoXthUuYz3bvrTDFm,方法1,28,0.2314,23.14
d52b119f8da2a1812722,Method_Cj9Ya2R7fZd6xs1q5mNQ,方法2,25,0.2066,20.66
d52b119f8da2a1812722,Method_m8vwGkEZc3TSW2xqYUoR,方法3,24,0.1983,19.83
d52b119f8da2a1812722,Method_gj1NLb4Jn7URf9K2kQPd,方法4,23,0.1901,19.01
d52b119f8da2a1812722,Method_BXr9AIsPQhwNvyGdZL57,方法5,21,0.1736,17.36
11dae4659d30031a10dd,Method_BXr9AIsPQhwNvyGdZL57,方法1,35,0.2414,24.14
11dae4659d30031a10dd,Method_5Q4KoXthUuYz3bvrTDFm,方法2,32,0.2207,22.07
11dae4659d30031a10dd,Method_Cj9Ya2R7fZd6xs1q5mNQ,方法3,30,0.2069,20.69
11dae4659d30031a10dd,Method_m8vwGkEZc3TSW2xqYUoR,方法4,25,0.1724,17.24
11dae4659d30031a10dd,Method_gj1NLb4Jn7URf9K2kQPd,方法5,23,0.1586,15.86
ec4897070f2d3b6eab89,Method_m8vwGkEZc3TSW2xqYUoR,方法1,27,0.2842,28.42
ec4897070f2d3b6eab89,Method_5Q4KoXthUuYz3bvrTDFm,方法2,22,0.2316,23.16
ec4897070f2d3b6eab89,Method_Cj9Ya2R7fZd6xs1q5mNQ,方法3,17,0.1789,17.89
ec4897070f2d3b6eab89,Method_gj1NLb4Jn7URf9K2kQPd,方法4,15,0.1579,15.79
ec4897070f2d3b6eab89,Method_BXr9AIsPQhwNvyGdZL57,方法5,14,0.1474,14.74
a3a0e2129e405aef3d87,Method_5Q4KoXthUuYz3bvrTDFm,方法1,17,0.2576,25.76
a3a0e2129e405aef3d87,Method_gj1NLb4Jn7URf9K2kQPd,方法2,15,0.2273,22.73
a3a0e2129e405aef3d87,Method_m8vwGkEZc3TSW2xqYUoR,方法3,14,0.2121,21.21
a3a0e2129e405aef3d87,Method_BXr9AIsPQhwNvyGdZL57,方法4,10,0.1515,15.15
a3a0e2129e405aef3d87,Method_Cj9Ya2R7fZd6xs1q5mNQ,方法5,10,0.1515,15.15
a06fdb8743c4d4ef09fe,Method_m8vwGkEZc3TSW2xqYUoR,方法1,23,0.2738,27.38
a06fdb8743c4d4ef09fe,Method_BXr9AIsPQhwNvyGdZL57,方法2,18,0.2143,21.43
a06fdb8743c4d4ef09fe,Method_gj1NLb4Jn7URf9K2kQPd,方法3,15,0.1786,17.86
a06fdb8743c4d4ef09fe,Method_5Q4KoXthUuYz3bvrTDFm,方法4,14,0.1667,16.67
a06fdb8743c4d4ef09fe,Method_Cj9Ya2R7fZd6xs1q5mNQ,方法5,14,0.1667,16.67
3ff069e95a9047dbfa8b,Method_BXr9AIsPQhwNvyGdZL57,方法1,39,0.2179,21.79
3ff069e95a9047dbfa8b,Method_m8vwGkEZc3TSW2xqYUoR,方法2,38,0.2123,21.23
3ff069e95a9047dbfa8b,Method_gj1NLb4Jn7URf9K2kQPd,方法3,37,0.2067,20.67
3ff069e95a9047dbfa8b,Method_Cj9Ya2R7fZd6xs1q5mNQ,方法4,33,0.1844,18.44
3ff069e95a9047dbfa8b,Method_5Q4KoXthUuYz3bvrTDFm,方法5,32,0.1788,17.88
016226278e6a69e10aa4,Method_Cj9Ya2R7fZd6xs1q5mNQ,方法1,39,0.2191,21.91
016226278e6a69e10aa4,Method_gj1NLb4Jn7URf9K2kQPd,方法2,38,0.2135,21.35
016226278e6a69e10aa4,Method_BXr9AIsPQhwNvyGdZL57,方法3,35,0.1966,19.66
016226278e6a69e10aa4,Method_m8vwGkEZc3TSW2xqYUoR,方法4,33,0.1854,18.54
016226278e6a69e10aa4,Method_5Q4KoXthUuYz3bvrTDFm,方法5,33,0.1854,18.54
7c1d8516e6c2ab2d3030,Method_Cj9Ya2R7fZd6xs1q5mNQ,方法1,21,0.3,30.0
7c1d8516e6c2ab2d3030,Method_m8vwGkEZc3TSW2xqYUoR,方法2,15,0.2143,21.43
7c1d8516e6c2ab2d3030,Method_5Q4KoXthUuYz3bvrTDFm,方法3,13,0.1857,18.57
7c1d8516e6c2ab2d3030,Method_BXr9AIsPQhwNvyGdZL57,方法4,12,0.1714,17.14
7c1d8516e6c2ab2d3030,Method_gj1NLb4Jn7URf9K2kQPd,方法5,9,0.1286,12.86
453d43b3f6bdf467e672,Method_Cj9Ya2R7fZd6xs1q5mNQ,方法1,52,0.2407,24.07
453d43b3f6bdf467e672,Method_gj1NLb4Jn7URf9K2kQPd,方法2,47,0.2176,21.76
453d43b3f6bdf467e672,Method_5Q4KoXthUuYz3bvrTDFm,方法3,46,0.213,21.3
453d43b3f6bdf467e672,Method_BXr9AIsPQhwNvyGdZL57,方法4,36,0.1667,16.67
453d43b3f6bdf467e672,Method_m8vwGkEZc3TSW2xqYUoR,方法5,35,0.162,16.2
6fe309a58b787e7010eb,Method_BXr9AIsPQhwNvyGdZL57,方法1,48,0.2424,24.24
6fe309a58b787e7010eb,Method_m8vwGkEZc3TSW2xqYUoR,方法2,46,0.2323,23.23
6fe309a58b787e7010eb,Method_gj1NLb4Jn7URf9K2kQPd,方法3,38,0.1919,19.19
6fe309a58b787e7010eb,Method_5Q4KoXthUuYz3bvrTDFm,方法4,36,0.1818,18.18
6fe309a58b787e7010eb,Method_Cj9Ya2R7fZd6xs1q5mNQ,方法5,30,0.1515,15.15
d8ed5a1897987ffdeaed,Method_gj1NLb4Jn7URf9K2kQPd,方法1,30,0.2703,27.03
d8ed5a1897987ffdeaed,Method_5Q4KoXthUuYz3bvrTDFm,方法2,26,0.2342,23.42
d8ed5a1897987ffdeaed,Method_Cj9Ya2R7fZd6xs1q5mNQ,方法3,21,0.1892,18.92
d8ed5a1897987ffdeaed,Method_m8vwGkEZc3TSW2xqYUoR,方法4,19,0.1712,17.12
d8ed5a1897987ffdeaed,Method_BXr9AIsPQhwNvyGdZL57,方法5,15,0.1351,13.51
99a53846658ba3341de6,Method_BXr9AIsPQhwNvyGdZL57,方法1,23,0.2987,29.87
99a53846658ba3341de6,Method_Cj9Ya2R7fZd6xs1q5mNQ,方法2,21,0.2727,27.27
99a53846658ba3341de6,Method_gj1NLb4Jn7URf9K2kQPd,方法3,13,0.1688,16.88
99a53846658ba3341de6,Method_m8vwGkEZc3TSW2xqYUoR,方法4,11,0.1429,14.29
99a53846658ba3341de6,Method_5Q4KoXthUuYz3bvrTDFm,方法5,9,0.1169,11.69
3919286d3d8c4f4d339c,Method_m8vwGkEZc3TSW2xqYUoR,方法1,37,0.2701,27.01
3919286d3d8c4f4d339c,Method_BXr9AIsPQhwNvyGdZL57,方法2,28,0.2044,20.44
3919286d3d8c4f4d339c,Method_gj1NLb4Jn7URf9K2kQPd,方法3,26,0.1898,18.98
3919286d3d8c4f4d339c,Method_5Q4KoXthUuYz3bvrTDFm,方法4,24,0.1752,17.52
3919286d3d8c4f4d339c,Method_Cj9Ya2R7fZd6xs1q5mNQ,方法5,22,0.1606,16.06
4a6e1cf1e4e9d8f54717,Method_m8vwGkEZc3TSW2xqYUoR,方法1,13,0.2281,22.81
4a6e1cf1e4e9d8f54717,Method_Cj9Ya2R7fZd6xs1q5mNQ,方法2,13,0.2281,22.81
4a6e1cf1e4e9d8f54717,Method_5Q4KoXthUuYz3bvrTDFm,方法3,12,0.2105,21.05
4a6e1cf1e4e9d8f54717,Method_gj1NLb4Jn7URf9K2kQPd,方法4,10,0.1754,17.54
4a6e1cf1e4e9d8f54717,Method_BXr9AIsPQhwNvyGdZL57,方法5,9,0.1579,15.79
0fc996fff93c00ca5ced,Method_gj1NLb4Jn7URf9K2kQPd,方法1,67,0.2241,22.41
0fc996fff93c00ca5ced,Method_5Q4KoXthUuYz3bvrTDFm,方法2,60,0.2007,20.07
0fc996fff93c00ca5ced,Method_BXr9AIsPQhwNvyGdZL57,方法3,60,0.2007,20.07
0fc996fff93c00ca5ced,Method_m8vwGkEZc3TSW2xqYUoR,方法4,56,0.1873,18.73
0fc996fff93c00ca5ced,Method_Cj9Ya2R7fZd6xs1q5mNQ,方法5,56,0.1873,18.73
aa83cf5fc68c1dcb5038,Method_Cj9Ya2R7fZd6xs1q5mNQ,方法1,30,0.2344,23.44
aa83cf5fc68c1dcb5038,Method_gj1NLb4Jn7URf9K2kQPd,方法2,28,0.2188,21.88
aa83cf5fc68c1dcb5038,Method_m8vwGkEZc3TSW2xqYUoR,方法3,26,0.2031,20.31
aa83cf5fc68c1dcb5038,Method_BXr9AIsPQhwNvyGdZL57,方法4,25,0.1953,19.53
aa83cf5fc68c1dcb5038,Method_5Q4KoXthUuYz3bvrTDFm,方法5,19,0.1484,14.84
c9c946fe211251af32d1,Method_5Q4KoXthUuYz3bvrTDFm,方法1,30,0.2521,25.21
c9c946fe211251af32d1,Method_BXr9AIsPQhwNvyGdZL57,方法2,25,0.2101,21.01
c9c946fe211251af32d1,Method_Cj9Ya2R7fZd6xs1q5mNQ,方法3,22,0.1849,18.49
c9c946fe211251af32d1,Method_m8vwGkEZc3TSW2xqYUoR,方法4,22,0.1849,18.49
c9c946fe211251af32d1,Method_gj1NLb4Jn7URf9K2kQPd,方法5,20,0.1681,16.81
bb3328d3b1eecb5e1a8a,Method_Cj9Ya2R7fZd6xs1q5mNQ,方法1,71,0.2233,22.33
bb3328d3b1eecb5e1a8a,Method_BXr9AIsPQhwNvyGdZL57,方法2,68,0.2138,21.38
bb3328d3b1eecb5e1a8a,Method_5Q4KoXthUuYz3bvrTDFm,方法3,64,0.2013,20.13
bb3328d3b1eecb5e1a8a,Method_m8vwGkEZc3TSW2xqYUoR,方法4,62,0.195,19.5
bb3328d3b1eecb5e1a8a,Method_gj1NLb4Jn7URf9K2kQPd,方法5,53,0.1667,16.67
5f7b406b2bbf9789735f,Method_gj1NLb4Jn7URf9K2kQPd,方法1,23,0.2805,28.05
5f7b406b2bbf9789735f,Method_5Q4KoXthUuYz3bvrTDFm,方法2,19,0.2317,23.17
5f7b406b2bbf9789735f,Method_BXr9AIsPQhwNvyGdZL57,方法3,18,0.2195,21.95
5f7b406b2bbf9789735f,Method_m8vwGkEZc3TSW2xqYUoR,方法4,13,0.1585,15.85
5f7b406b2bbf9789735f,Method_Cj9Ya2R7fZd6xs1q5mNQ,方法5,9,0.1098,10.98
61de1e21015e07aacbe8,Method_Cj9Ya2R7fZd6xs1q5mNQ,方法1,87,0.2613,26.13
61de1e21015e07aacbe8,Method_gj1NLb4Jn7URf9K2kQPd,方法2,69,0.2072,20.72
61de1e21015e07aacbe8,Method_BXr9AIsPQhwNvyGdZL57,方法3,67,0.2012,20.12
61de1e21015e07aacbe8,Method_5Q4KoXthUuYz3bvrTDFm,方法4,62,0.1862,18.62
61de1e21015e07aacbe8,Method_m8vwGkEZc3TSW2xqYUoR,方法5,48,0.1441,14.41
5m6lgwi0mkqs8ilg3qqs,Method_m8vwGkEZc3TSW2xqYUoR,方法1,20,0.2469,24.69
5m6lgwi0mkqs8ilg3qqs,Method_Cj9Ya2R7fZd6xs1q5mNQ,方法2,17,0.2099,20.99
5m6lgwi0mkqs8ilg3qqs,Method_gj1NLb4Jn7URf9K2kQPd,方法3,17,0.2099,20.99
5m6lgwi0mkqs8ilg3qqs,Method_BXr9AIsPQhwNvyGdZL57,方法4,14,0.1728,17.28
5m6lgwi0mkqs8ilg3qqs,Method_5Q4KoXthUuYz3bvrTDFm,方法5,13,0.1605,16.05
d1e44a91dd4f37c03d43,Method_Cj9Ya2R7fZd6xs1q5mNQ,方法1,27,0.2523,25.23
d1e44a91dd4f37c03d43,Method_gj1NLb4Jn7URf9K2kQPd,方法2,25,0.2336,23.36
d1e44a91dd4f37c03d43,Method_5Q4KoXthUuYz3bvrTDFm,方法3,21,0.1963,19.63
d1e44a91dd4f37c03d43,Method_BXr9AIsPQhwNvyGdZL57,方法4,21,0.1963,19.63
d1e44a91dd4f37c03d43,Method_m8vwGkEZc3TSW2xqYUoR,方法5,13,0.1215,12.15
7bb37669654dedc7e397,Method_5Q4KoXthUuYz3bvrTDFm,方法1,24,0.2308,23.08
7bb37669654dedc7e397,Method_gj1NLb4Jn7URf9K2kQPd,方法2,23,0.2212,22.12
7bb37669654dedc7e397,Method_m8vwGkEZc3TSW2xqYUoR,方法3,23,0.2212,22.12
7bb37669654dedc7e397,Method_BXr9AIsPQhwNvyGdZL57,方法4,17,0.1635,16.35
7bb37669654dedc7e397,Method_Cj9Ya2R7fZd6xs1q5mNQ,方法5,17,0.1635,16.35
061db2c91f94c612f2d4,Method_Cj9Ya2R7fZd6xs1q5mNQ,方法1,16,0.2667,26.67
061db2c91f94c612f2d4,Method_m8vwGkEZc3TSW2xqYUoR,方法2,12,0.2,20.0
061db2c91f94c612f2d4,Method_gj1NLb4Jn7URf9K2kQPd,方法3,12,0.2,20.0
061db2c91f94c612f2d4,Method_5Q4KoXthUuYz3bvrTDFm,方法4,11,0.1833,18.33
061db2c91f94c612f2d4,Method_BXr9AIsPQhwNvyGdZL57,方法5,9,0.15,15.0
76fe2c19fa84d58b584b,Method_gj1NLb4Jn7URf9K2kQPd,方法1,36,0.2466,24.66
76fe2c19fa84d58b584b,Method_Cj9Ya2R7fZd6xs1q5mNQ,方法2,33,0.226,22.6
76fe2c19fa84d58b584b,Method_5Q4KoXthUuYz3bvrTDFm,方法3,28,0.1918,19.18
76fe2c19fa84d58b584b,Method_BXr9AIsPQhwNvyGdZL57,方法4,25,0.1712,17.12
76fe2c19fa84d58b584b,Method_m8vwGkEZc3TSW2xqYUoR,方法5,24,0.1644,16.44
f36a755a3fa5db5c0743,Method_5Q4KoXthUuYz3bvrTDFm,方法1,31,0.2672,26.72
f36a755a3fa5db5c0743,Method_gj1NLb4Jn7URf9K2kQPd,方法2,25,0.2155,21.55
f36a755a3fa5db5c0743,Method_Cj9Ya2R7fZd6xs1q5mNQ,方法3,25,0.2155,21.55
f36a755a3fa5db5c0743,Method_BXr9AIsPQhwNvyGdZL57,方法4,18,0.1552,15.52
f36a755a3fa5db5c0743,Method_m8vwGkEZc3TSW2xqYUoR,方法5,17,0.1466,14.66
cf7f9c2c6872be9bf2d6,Method_5Q4KoXthUuYz3bvrTDFm,方法1,39,0.2364,23.64
cf7f9c2c6872be9bf2d6,Method_BXr9AIsPQhwNvyGdZL57,方法2,37,0.2242,22.42
cf7f9c2c6872be9bf2d6,Method_m8vwGkEZc3TSW2xqYUoR,方法3,32,0.1939,19.39
cf7f9c2c6872be9bf2d6,Method_gj1NLb4Jn7URf9K2kQPd,方法4,30,0.1818,18.18
cf7f9c2c6872be9bf2d6,Method_Cj9Ya2R7fZd6xs1q5mNQ,方法5,27,0.1636,16.36
b8162292f2171005c2ba,Method_Cj9Ya2R7fZd6xs1q5mNQ,方法1,40,0.241,24.1
b8162292f2171005c2ba,Method_gj1NLb4Jn7URf9K2kQPd,方法2,37,0.2229,22.29
b8162292f2171005c2ba,Method_5Q4KoXthUuYz3bvrTDFm,方法3,34,0.2048,20.48
b8162292f2171005c2ba,Method_m8vwGkEZc3TSW2xqYUoR,方法4,31,0.1867,18.67
b8162292f2171005c2ba,Method_BXr9AIsPQhwNvyGdZL57,方法5,24,0.1446,14.46
a8350dcececa0b02dd14,Method_gj1NLb4Jn7URf9K2kQPd,方法1,35,0.2303,23.03
a8350dcececa0b02dd14,Method_Cj9Ya2R7fZd6xs1q5mNQ,方法2,32,0.2105,21.05
a8350dcececa0b02dd14,Method_m8vwGkEZc3TSW2xqYUoR,方法3,32,0.2105,21.05
a8350dcececa0b02dd14,Method_BXr9AIsPQhwNvyGdZL57,方法4,30,0.1974,19.74
a8350dcececa0b02dd14,Method_5Q4KoXthUuYz3bvrTDFm,方法5,23,0.1513,15.13
c99e6802625540e4d1e2,Method_m8vwGkEZc3TSW2xqYUoR,方法1,20,0.25,25.0
c99e6802625540e4d1e2,Method_gj1NLb4Jn7URf9K2kQPd,方法2,17,0.2125,21.25
c99e6802625540e4d1e2,Method_Cj9Ya2R7fZd6xs1q5mNQ,方法3,16,0.2,20.0
c99e6802625540e4d1e2,Method_5Q4KoXthUuYz3bvrTDFm,方法4,15,0.1875,18.75
c99e6802625540e4d1e2,Method_BXr9AIsPQhwNvyGdZL57,方法5,12,0.15,15.0
cade7d478dac7020a79b,Method_BXr9AIsPQhwNvyGdZL57,方法1,28,0.2414,24.14
cade7d478dac7020a79b,Method_m8vwGkEZc3TSW2xqYUoR,方法2,28,0.2414,24.14
cade7d478dac7020a79b,Method_Cj9Ya2R7fZd6xs1q5mNQ,方法3,21,0.181,18.1
cade7d478dac7020a79b,Method_gj1NLb4Jn7URf9K2kQPd,方法4,20,0.1724,17.24
cade7d478dac7020a79b,Method_5Q4KoXthUuYz3bvrTDFm,方法5,19,0.1638,16.38
20f97b68982d1b2f5c73,Method_gj1NLb4Jn7URf9K2kQPd,方法1,41,0.2485,24.85
20f97b68982d1b2f5c73,Method_5Q4KoXthUuYz3bvrTDFm,方法2,41,0.2485,24.85
20f97b68982d1b2f5c73,Method_m8vwGkEZc3TSW2xqYUoR,方法3,30,0.1818,18.18
20f97b68982d1b2f5c73,Method_Cj9Ya2R7fZd6xs1q5mNQ,方法4,27,0.1636,16.36
20f97b68982d1b2f5c73,Method_BXr9AIsPQhwNvyGdZL57,方法5,26,0.1576,15.76
6d22912e7e93a96a8690,Method_gj1NLb4Jn7URf9K2kQPd,方法1,11,0.2391,23.91
6d22912e7e93a96a8690,Method_Cj9Ya2R7fZd6xs1q5mNQ,方法2,10,0.2174,21.74
6d22912e7e93a96a8690,Method_BXr9AIsPQhwNvyGdZL57,方法3,10,0.2174,21.74
6d22912e7e93a96a8690,Method_m8vwGkEZc3TSW2xqYUoR,方法4,8,0.1739,17.39
6d22912e7e93a96a8690,Method_5Q4KoXthUuYz3bvrTDFm,方法5,7,0.1522,15.22
db0bcf208cbed26d0bfe,Method_5Q4KoXthUuYz3bvrTDFm,方法1,12,0.25,25.0
db0bcf208cbed26d0bfe,Method_m8vwGkEZc3TSW2xqYUoR,方法2,11,0.2292,22.92
db0bcf208cbed26d0bfe,Method_gj1NLb4Jn7URf9K2kQPd,方法3,10,0.2083,20.83
db0bcf208cbed26d0bfe,Method_Cj9Ya2R7fZd6xs1q5mNQ,方法4,9,0.1875,18.75
db0bcf208cbed26d0bfe,Method_BXr9AIsPQhwNvyGdZL57,方法5,6,0.125,12.5
